HostName,TimeStamp,AM,pgpgin/s,pgpgout/s,fault/s,majflt/s,pgfree/s,pgscank/s,pgscand/s,pgsteal/s,%vmeff,AM,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,AM,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad
bigdata-proj-m,11,AM,0.00,108.00,7396.00,0.00,3779.00,0.00,0.00,0.00,0.00,AM,9772244,5632460,36.56,176356,1037376,8200816,53.24,4788940,613756,2712,AM,0,0,0.00,0,0.00
bigdata-proj-m,12,AM,0.00,0.00,12224.00,0.00,3353.00,0.00,0.00,0.00,0.00,AM,9736136,5668568,36.80,176356,1037536,8270320,53.69,4822340,614008,2872,AM,0,0,0.00,0,0.00
bigdata-proj-m,13,AM,0.00,16.00,2254.00,0.00,1509.00,0.00,0.00,0.00,0.00,AM,9733380,5671324,36.82,176356,1037540,8285996,53.79,4824760,614008,2876,AM,0,0,0.00,0,0.00
bigdata-proj-m,14,AM,0.00,160.00,3627.00,0.00,2459.00,0.00,0.00,0.00,0.00,AM,9733136,5671568,36.82,176356,1037564,8317392,53.99,4824904,614008,2808,AM,0,0,0.00,0,0.00
bigdata-proj-m,15,AM,0.00,188.00,9052.00,0.00,5962.00,0.00,0.00,0.00,0.00,AM,9722108,5682596,36.89,176360,1037564,8317392,53.99,4836328,614012,2848,AM,0,0,0.00,0,0.00
bigdata-proj-m,16,AM,0.00,0.00,1658.00,0.00,1485.00,0.00,0.00,0.00,0.00,AM,9722016,5682688,36.89,176360,1037564,8317392,53.99,4836372,614036,2916,AM,0,0,0.00,0,0.00
bigdata-proj-m,17,AM,0.00,112.00,6176.00,0.00,3697.00,0.00,0.00,0.00,0.00,AM,9712700,5692004,36.95,176360,1038736,8293656,53.84,4846192,615020,4100,AM,0,0,0.00,0,0.00
bigdata-proj-m,18,AM,0.00,0.00,2785.00,0.00,1957.00,0.00,0.00,0.00,0.00,AM,9710252,5694452,36.97,176360,1038796,8320724,54.01,4847368,615208,4156,AM,0,0,0.00,0,0.00
bigdata-proj-m,19,AM,0.00,0.00,1662.00,0.00,1450.00,0.00,0.00,0.00,0.00,AM,9709608,5695096,36.97,176360,1038796,8320724,54.01,4847456,615208,4160,AM,0,0,0.00,0,0.00
bigdata-proj-m,20,AM,0.00,260.00,10572.00,0.00,6102.00,0.00,0.00,0.00,0.00,AM,9690300,5714404,37.10,176364,1038800,8320724,54.01,4864800,615212,4280,AM,0,0,0.00,0,0.00
bigdata-proj-m,21,AM,0.00,44.00,18981.00,0.00,1657.00,0.00,0.00,0.00,0.00,AM,9620944,5783760,37.55,176364,1038804,8320724,54.01,4934076,615216,4288,AM,0,0,0.00,0,0.00
bigdata-proj-m,22,AM,0.00,1684.00,35312.00,0.00,1964.00,0.00,0.00,0.00,0.00,AM,9487264,5917440,38.41,176364,1040408,8697424,56.46,5068328,616808,4296,AM,0,0,0.00,0,0.00
bigdata-proj-m,23,AM,0.00,196.00,4040.00,0.00,4070.00,0.00,0.00,0.00,0.00,AM,9484216,5920488,38.43,176364,1041564,8671796,56.29,5069900,617960,5444,AM,0,0,0.00,0,0.00
bigdata-proj-m,24,AM,0.00,124.00,5657.00,0.00,2695.00,0.00,0.00,0.00,0.00,AM,9472736,5931968,38.51,176364,1041572,8694076,56.44,5082236,617968,5452,AM,0,0,0.00,0,0.00
bigdata-proj-m,25,AM,0.00,436.00,13144.00,0.00,2912.00,0.00,0.00,0.00,0.00,AM,9432376,5972328,38.77,176368,1041648,8694076,56.44,5128004,618044,5684,AM,0,0,0.00,0,0.00
bigdata-proj-m,26,AM,0.00,136.00,1846.00,0.00,1778.00,0.00,0.00,0.00,0.00,AM,9430020,5974684,38.78,176368,1041656,8694076,56.44,5129896,618052,5692,AM,0,0,0.00,0,0.00
bigdata-proj-m,27,AM,0.00,132.00,406.00,0.00,889.00,0.00,0.00,0.00,0.00,AM,9431660,5973044,38.77,176368,1041660,8694076,56.44,5130168,618056,5696,AM,0,0,0.00,0,0.00
bigdata-proj-m,28,AM,0.00,144.00,3935.00,0.00,2010.00,0.00,0.00,0.00,0.00,AM,9424492,5980212,38.82,176368,1041668,8694076,56.44,5139140,618064,5704,AM,0,0,0.00,0,0.00
bigdata-proj-m,29,AM,0.00,224.00,28607.00,0.00,1966.00,0.00,0.00,0.00,0.00,AM,9315468,6089236,39.53,176368,1042548,8694076,56.44,5245372,619048,6484,AM,0,0,0.00,0,0.00
bigdata-proj-m,30,AM,0.00,432.00,12577.00,0.00,4514.00,0.00,0.00,0.00,0.00,AM,9277868,6126836,39.77,176376,1042680,8854340,57.48,5282376,619076,6692,AM,0,0,0.00,0,0.00
bigdata-proj-m,31,AM,0.00,148.00,3140.00,0.00,2403.00,0.00,0.00,0.00,0.00,AM,9274112,6130592,39.80,176376,1042684,8892932,57.73,5284688,619080,6696,AM,0,0,0.00,0,0.00
bigdata-proj-m,32,AM,0.00,148.00,1855.00,0.00,1936.00,0.00,0.00,0.00,0.00,AM,9275668,6129036,39.79,176376,1042764,8892932,57.73,5285508,619160,6780,AM,0,0,0.00,0,0.00
bigdata-proj-m,33,AM,0.00,148.00,5463.00,0.00,2372.00,0.00,0.00,0.00,0.00,AM,9257588,6147116,39.90,176376,1042772,8874516,57.61,5300412,619168,6788,AM,0,0,0.00,0,0.00
bigdata-proj-m,34,AM,0.00,1352.00,1749.00,0.00,1832.00,0.00,0.00,0.00,0.00,AM,9257992,6146712,39.90,176376,1042788,8874516,57.61,5301120,619180,5632,AM,0,0,0.00,0,0.00
bigdata-proj-m,35,AM,0.00,236.00,1827.00,0.00,4756.00,0.00,0.00,0.00,0.00,AM,9270328,6134376,39.82,176380,1042784,8874516,57.61,5290360,619180,5652,AM,0,0,0.00,0,0.00
bigdata-proj-m,36,AM,0.00,264.00,3599.00,0.00,5485.00,0.00,0.00,0.00,0.00,AM,9261948,6142756,39.88,176380,1043800,8847252,57.43,5290028,620196,6668,AM,0,0,0.00,0,0.00
bigdata-proj-m,37,AM,0.00,144.00,22027.00,0.00,2659.00,0.00,0.00,0.00,0.00,AM,9182000,6222704,40.39,176380,1043800,8876716,57.62,5367640,620196,6668,AM,0,0,0.00,0,0.00
bigdata-proj-m,38,AM,0.00,152.00,19161.00,0.00,3125.00,0.00,0.00,0.00,0.00,AM,9117776,6286928,40.81,176380,1043888,9075044,58.91,5438100,620280,6760,AM,0,0,0.00,0,0.00
bigdata-proj-m,39,AM,0.00,1940.00,1714.00,0.00,1968.00,0.00,0.00,0.00,0.00,AM,9118156,6286548,40.81,176380,1043888,9075044,58.91,5438332,620280,5012,AM,0,0,0.00,0,0.00
bigdata-proj-m,40,AM,0.00,256.00,1750.00,0.00,1979.00,0.00,0.00,0.00,0.00,AM,9110724,6293980,40.86,176384,1043900,9075044,58.91,5438780,620296,4976,AM,0,0,0.00,0,0.00
bigdata-proj-m,41,AM,0.00,148.00,2470.00,0.00,2299.00,0.00,0.00,0.00,0.00,AM,9112776,6291928,40.84,176384,1043908,9075044,58.91,5438824,620304,4992,AM,0,0,0.00,0,0.00
bigdata-proj-m,42,AM,96.00,252.00,3503.00,0.00,4180.00,0.00,0.00,0.00,0.00,AM,9115708,6288996,40.83,176384,1046052,9051988,58.76,5438112,622236,7036,AM,0,0,0.00,0,0.00
bigdata-proj-m,43,AM,0.00,144.00,6910.00,0.00,2556.00,0.00,0.00,0.00,0.00,AM,9098908,6305796,40.93,176384,1046060,9075236,58.91,5455280,622244,7044,AM,0,0,0.00,0,0.00
bigdata-proj-m,44,AM,0.00,1344.00,5561.00,0.00,3100.00,0.00,0.00,0.00,0.00,AM,9082520,6322184,41.04,176384,1046140,9050184,58.75,5471372,622324,6028,AM,0,0,0.00,0,0.00
bigdata-proj-m,45,AM,0.00,156.00,1764.00,0.00,1931.00,0.00,0.00,0.00,0.00,AM,9083612,6321092,41.03,176384,1046144,9050184,58.75,5471744,622328,6012,AM,0,0,0.00,0,0.00
bigdata-proj-m,46,AM,0.00,316.00,1876.00,0.00,3823.00,0.00,0.00,0.00,0.00,AM,9075668,6329036,41.09,176388,1046156,9050184,58.75,5472256,622340,6116,AM,0,0,0.00,0,0.00
bigdata-proj-m,47,AM,0.00,148.00,1687.00,0.00,2045.00,0.00,0.00,0.00,0.00,AM,9074280,6330424,41.09,176388,1046160,9050184,58.75,5472452,622344,6120,AM,0,0,0.00,0,0.00
bigdata-proj-m,48,AM,0.00,248.00,10220.00,0.00,4232.00,0.00,0.00,0.00,0.00,AM,9052400,6352304,41.24,176388,1047160,9019164,58.55,5498376,623344,7128,AM,0,0,0.00,0,0.00
bigdata-proj-m,49,AM,0.00,1372.00,39316.00,0.00,2624.00,0.00,0.00,0.00,0.00,AM,8902264,6502440,42.21,176388,1047164,9226392,59.89,5645316,623348,5964,AM,0,0,0.00,0,0.00
bigdata-proj-m,50,AM,0.00,148.00,1704.00,0.00,4899.00,0.00,0.00,0.00,0.00,AM,8910944,6493760,42.15,176388,1047252,9226392,59.89,5637008,623436,5976,AM,0,0,0.00,0,0.00
bigdata-proj-m,51,AM,0.00,252.00,1677.00,0.00,2019.00,0.00,0.00,0.00,0.00,AM,8913056,6491648,42.14,176392,1047252,9226392,59.89,5637604,623436,5984,AM,0,0,0.00,0,0.00
bigdata-proj-m,52,AM,0.00,136.00,1715.00,0.00,1823.00,0.00,0.00,0.00,0.00,AM,8914436,6490268,42.13,176392,1047264,9226392,59.89,5637308,623448,6000,AM,0,0,0.00,0,0.00
bigdata-proj-m,53,AM,0.00,148.00,2189.00,0.00,2040.00,0.00,0.00,0.00,0.00,AM,8908128,6496576,42.17,176392,1047264,9226392,59.89,5639536,623448,6000,AM,0,0,0.00,0,0.00
bigdata-proj-m,54,AM,0.00,264.00,3485.00,0.00,4351.00,0.00,0.00,0.00,0.00,AM,8909200,6495504,42.17,176392,1048264,9210040,59.79,5638600,624448,7004,AM,0,0,0.00,0,0.00
bigdata-proj-m,55,AM,0.00,1384.00,7059.00,0.00,2602.00,0.00,0.00,0.00,0.00,AM,8893800,6510904,42.27,176392,1048268,9211204,59.79,5657052,624452,5840,AM,0,0,0.00,0,0.00
bigdata-proj-m,56,AM,0.00,284.00,1930.00,0.00,6019.00,0.00,0.00,0.00,0.00,AM,8885008,6519696,42.32,176396,1048356,9209640,59.78,5657808,624536,5872,AM,0,0,0.00,0,0.00
bigdata-proj-m,57,AM,0.00,156.00,981.00,0.00,1524.00,0.00,0.00,0.00,0.00,AM,8887632,6517072,42.31,176396,1048360,9209640,59.78,5658108,624540,5876,AM,0,0,0.00,0,0.00
bigdata-proj-m,58,AM,0.00,152.00,867.00,0.00,1660.00,0.00,0.00,0.00,0.00,AM,8890912,6513792,42.28,176396,1048372,9209640,59.78,5658404,624552,5908,AM,0,0,0.00,0,0.00
bigdata-proj-m,59,AM,0.00,160.00,1707.00,0.00,2382.00,0.00,0.00,0.00,0.00,AM,8894120,6510584,42.26,176396,1048380,9209640,59.78,5658436,624560,5916,AM,0,0,0.00,0,0.00
bigdata-proj-m,60,AM,0.00,152.00,1723.00,0.00,2166.00,0.00,0.00,0.00,0.00,AM,8893832,6510872,42.27,176396,1048388,9209640,59.78,5658808,624568,5924,AM,0,0,0.00,0,0.00
bigdata-proj-m,61,AM,0.00,304.00,5545.00,0.00,4213.00,0.00,0.00,0.00,0.00,AM,8886456,6518248,42.31,176404,1049380,9181144,59.60,5665916,625560,6920,AM,0,0,0.00,0,0.00
bigdata-proj-m,62,AM,0.00,152.00,25707.00,0.00,3089.00,0.00,0.00,0.00,0.00,AM,8795840,6608864,42.90,176404,1049468,9268932,60.17,5758808,625648,7012,AM,0,0,0.00,0,0.00
bigdata-proj-m,63,AM,0.00,152.00,1682.00,0.00,2272.00,0.00,0.00,0.00,0.00,AM,8794940,6609764,42.91,176404,1049476,9268932,60.17,5758832,625656,7020,AM,0,0,0.00,0,0.00
bigdata-proj-m,64,AM,0.00,148.00,1667.00,0.00,1889.00,0.00,0.00,0.00,0.00,AM,8790048,6614656,42.94,176404,1049484,9268932,60.17,5758956,625664,7028,AM,0,0,0.00,0,0.00
bigdata-proj-m,65,AM,0.00,1300.00,1682.00,0.00,1924.00,0.00,0.00,0.00,0.00,AM,8791540,6613164,42.93,176404,1049484,9268932,60.17,5759284,625664,5864,AM,0,0,0.00,0,0.00
bigdata-proj-m,66,AM,0.00,264.00,1736.00,0.00,5651.00,0.00,0.00,0.00,0.00,AM,8782668,6622036,42.99,176408,1049504,9268932,60.17,5759156,625684,5952,AM,0,0,0.00,0,0.00
bigdata-proj-m,67,AM,0.00,244.00,3409.00,0.00,4491.00,0.00,0.00,0.00,0.00,AM,8787992,6616712,42.95,176408,1050496,9238432,59.97,5758140,626676,6944,AM,0,0,0.00,0,0.00
bigdata-proj-m,68,AM,0.00,148.00,2856.00,0.00,2708.00,0.00,0.00,0.00,0.00,AM,8787724,6616980,42.95,176408,1050584,9273320,60.20,5759268,626764,7032,AM,0,0,0.00,0,0.00
bigdata-proj-m,69,AM,0.00,156.00,21054.00,0.00,3629.00,0.00,0.00,0.00,0.00,AM,8712068,6692636,43.45,176408,1050592,9273320,60.20,5836536,626772,7040,AM,0,0,0.00,0,0.00
bigdata-proj-m,70,AM,0.00,1416.00,1671.00,0.00,2140.00,0.00,0.00,0.00,0.00,AM,8714040,6690664,43.43,176408,1050600,9273320,60.20,5837000,626780,5776,AM,0,0,0.00,0,0.00
bigdata-proj-m,71,AM,0.00,240.00,1690.00,0.00,2219.00,0.00,0.00,0.00,0.00,AM,8713580,6691124,43.44,176412,1050604,9273320,60.20,5837196,626780,5784,AM,0,0,0.00,0,0.00
bigdata-proj-m,72,AM,0.00,148.00,1694.00,0.00,1943.00,0.00,0.00,0.00,0.00,AM,8712368,6692336,43.44,176412,1050616,9273320,60.20,5837032,626796,5800,AM,0,0,0.00,0,0.00
bigdata-proj-m,73,AM,0.00,244.00,3400.00,0.00,4163.00,0.00,0.00,0.00,0.00,AM,8715756,6688948,43.42,176412,1051792,9249360,60.04,5835988,627784,6984,AM,0,0,0.00,0,0.00
bigdata-proj-m,74,AM,0.00,136.00,2808.00,0.00,2387.00,0.00,0.00,0.00,0.00,AM,8710716,6693988,43.45,176412,1051804,9267560,60.16,5837260,627976,6992,AM,0,0,0.00,0,0.00
bigdata-proj-m,75,AM,0.00,2508.00,1705.00,0.00,1893.00,0.00,0.00,0.00,0.00,AM,8712348,6692356,43.44,176412,1051808,9267560,60.16,5837272,627984,4684,AM,0,0,0.00,0,0.00
bigdata-proj-m,76,AM,0.00,304.00,2807.00,0.00,6282.00,0.00,0.00,0.00,0.00,AM,8699816,6704888,43.52,176412,1051812,9267560,60.16,5841212,627988,4764,AM,0,0,0.00,0,0.00
bigdata-proj-m,77,AM,0.00,132.00,14166.00,0.00,3763.00,0.00,0.00,0.00,0.00,AM,8654172,6750532,43.82,176412,1051820,9267560,60.16,5891732,627996,4792,AM,0,0,0.00,0,0.00
bigdata-proj-m,78,AM,0.00,148.00,1676.00,0.00,2105.00,0.00,0.00,0.00,0.00,AM,8653144,6751560,43.83,176412,1051828,9267560,60.16,5891548,628004,4812,AM,0,0,0.00,0,0.00
bigdata-proj-m,79,AM,0.00,244.00,3400.00,0.00,4336.00,0.00,0.00,0.00,0.00,AM,8657672,6747032,43.80,176412,1052716,9241936,59.99,5890624,628996,5996,AM,0,0,0.00,0,0.00
bigdata-proj-m,80,AM,0.00,1192.00,2805.00,0.00,2555.00,0.00,0.00,0.00,0.00,AM,8656828,6747876,43.80,176412,1052832,9268120,60.16,5892020,629008,4948,AM,0,0,0.00,0,0.00
bigdata-proj-m,81,AM,0.00,244.00,1744.00,0.00,2109.00,0.00,0.00,0.00,0.00,AM,8658688,6746016,43.79,176416,1052912,9268120,60.16,5891912,629088,4844,AM,0,0,0.00,0,0.00
bigdata-proj-m,82,AM,0.00,132.00,3345.00,0.00,2485.00,0.00,0.00,0.00,0.00,AM,8649968,6754736,43.85,176416,1052928,9268120,60.16,5898844,629104,4860,AM,0,0,0.00,0,0.00
bigdata-proj-m,83,AM,0.00,152.00,3615.00,0.00,3115.00,0.00,0.00,0.00,0.00,AM,8652232,6752472,43.83,176416,1052928,9265400,60.15,5898816,629104,4860,AM,0,0,0.00,0,0.00
bigdata-proj-m,84,AM,0.00,148.00,1666.00,0.00,1925.00,0.00,0.00,0.00,0.00,AM,8649932,6754772,43.85,176416,1052944,9265400,60.15,5898964,629116,4880,AM,0,0,0.00,0,0.00
bigdata-proj-m,85,AM,0.00,244.00,3415.00,0.00,4166.00,0.00,0.00,0.00,0.00,AM,8647976,6756728,43.86,176416,1053824,9233212,59.94,5897728,630104,5760,AM,0,0,0.00,0,0.00
bigdata-proj-m,86,AM,0.00,236.00,2759.00,0.00,7441.00,0.00,0.00,0.00,0.00,AM,8652244,6752460,43.83,176424,1053956,9260668,60.12,5898868,630132,5904,AM,0,0,0.00,0,0.00
bigdata-proj-m,87,AM,0.00,140.00,1872.00,0.00,2017.00,0.00,0.00,0.00,0.00,AM,8650920,6753784,43.84,176424,1054040,9260332,60.11,5899268,630216,5988,AM,0,0,0.00,0,0.00
bigdata-proj-m,88,AM,0.00,136.00,2354.00,0.00,1742.00,0.00,0.00,0.00,0.00,AM,8642420,6762284,43.90,176424,1054048,9260332,60.11,5905744,630224,6008,AM,0,0,0.00,0,0.00
bigdata-proj-m,89,AM,0.00,144.00,930.00,0.00,1263.00,0.00,0.00,0.00,0.00,AM,8643924,6760780,43.89,176424,1054052,9260332,60.11,5905628,630228,6016,AM,0,0,0.00,0,0.00
bigdata-proj-m,90,AM,0.00,1232.00,1670.00,0.00,1867.00,0.00,0.00,0.00,0.00,AM,8645340,6759364,43.88,176424,1054064,9260332,60.11,5905700,630236,4968,AM,0,0,0.00,0,0.00
bigdata-proj-m,91,AM,0.00,224.00,1779.00,0.00,1973.00,0.00,0.00,0.00,0.00,AM,8643992,6760712,43.89,176432,1054068,9260332,60.11,5906052,630244,4984,AM,0,0,0.00,0,0.00
bigdata-proj-m,92,AM,0.00,280.00,3439.00,0.00,4257.00,0.00,0.00,0.00,0.00,AM,8647368,6757336,43.87,176432,1055068,9241916,59.99,5904868,631240,5984,AM,0,0,0.00,0,0.00
bigdata-proj-m,93,AM,0.00,132.00,4021.00,0.00,3019.00,0.00,0.00,0.00,0.00,AM,8636960,6767744,43.93,176432,1055148,9275228,60.21,5911064,631324,6064,AM,0,0,0.00,0,0.00
bigdata-proj-m,94,AM,0.00,16.00,1663.00,0.00,1488.00,0.00,0.00,0.00,0.00,AM,8636964,6767740,43.93,176432,1055148,9275228,60.21,5911268,631324,6064,AM,0,0,0.00,0,0.00
HostName,TimeStamp,AM,pgpgin/s,pgpgout/s,fault/s,majflt/s,pgfree/s,pgscank/s,pgscand/s,pgsteal/s,%vmeff,AM,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,AM,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad
bigdata-proj-w-0,95,AM,0.00,0.00,1353.00,0.00,1204.00,0.00,0.00,0.00,0.00,AM,13055832,2348864,15.25,205588,661848,2300204,14.93,1828332,351728,188,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,96,AM,0.00,0.00,1628.00,0.00,1405.00,0.00,0.00,0.00,0.00,AM,13055864,2348832,15.25,205588,661876,2284908,14.83,1828364,351720,116,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,97,AM,0.00,104.00,1633.00,0.00,1402.00,0.00,0.00,0.00,0.00,AM,13055616,2349080,15.25,205588,661880,2284908,14.83,1828376,351724,220,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,98,AM,0.00,0.00,1624.00,0.00,1422.00,0.00,0.00,0.00,0.00,AM,13056096,2348600,15.25,205588,661880,2284908,14.83,1828384,351724,220,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,99,AM,0.00,196.00,1645.00,0.00,1413.00,0.00,0.00,0.00,0.00,AM,13055980,2348716,15.25,205588,661880,2284908,14.83,1828384,351724,40,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,100,AM,0.00,0.00,3266.00,0.00,3664.00,0.00,0.00,0.00,0.00,AM,13058632,2346064,15.23,205588,663020,2260436,14.67,1827412,352856,1224,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,101,AM,0.00,0.00,25422.00,0.00,4184.00,0.00,0.00,0.00,0.00,AM,12976320,2428376,15.76,205596,663508,2572260,16.70,1906160,353328,1716,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,102,AM,0.00,264.00,17645.00,0.00,2573.00,0.00,0.00,0.00,0.00,AM,12918024,2486672,16.14,205596,663500,2673524,17.36,1964044,353320,1956,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,103,AM,0.00,0.00,30364.00,0.00,3166.00,0.00,0.00,0.00,0.00,AM,12810236,2594460,16.84,205596,663500,2675908,17.37,2071500,353320,1956,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,104,AM,0.00,1896.00,33495.00,0.00,2117.00,0.00,0.00,0.00,0.00,AM,12685208,2719488,17.65,205600,663500,2723056,17.68,2196596,353148,48,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,105,AM,0.00,252.00,10927.00,0.00,2676.00,0.00,0.00,0.00,0.00,AM,12654992,2749704,17.85,205608,663664,3207716,20.82,2225404,353304,324,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,106,AM,0.00,268.00,31072.00,0.00,7024.00,0.00,0.00,0.00,0.00,AM,12561784,2842912,18.45,205608,664704,3204020,20.80,2319152,354340,1372,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,107,AM,0.00,0.00,22150.00,0.00,2821.00,0.00,0.00,0.00,0.00,AM,12485012,2919684,18.95,205608,664760,3320452,21.55,2393264,354396,1520,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,108,AM,0.00,360.00,38479.00,0.00,3013.00,0.00,0.00,0.00,0.00,AM,12342664,3062032,19.88,205608,664852,3485112,22.62,2534620,354468,1556,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,109,AM,0.00,0.00,15314.00,0.00,2064.00,0.00,0.00,0.00,0.00,AM,12292104,3112592,20.21,205608,664852,3760836,24.41,2585332,354456,1556,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,110,AM,0.00,168.00,2473.00,0.00,3147.00,0.00,0.00,0.00,0.00,AM,12293848,3110848,20.19,205612,664860,3760836,24.41,2582552,354464,1568,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,111,AM,0.00,0.00,1648.00,0.00,1459.00,0.00,0.00,0.00,0.00,AM,12293852,3110844,20.19,205612,664864,3760836,24.41,2582660,354440,1572,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,112,AM,0.00,148.00,5176.00,0.00,4252.00,0.00,0.00,0.00,0.00,AM,12283860,3120836,20.26,205624,665868,3732380,24.23,2588704,355440,2568,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,113,AM,0.00,0.00,51995.00,0.00,8625.00,0.00,0.00,0.00,0.00,AM,12085044,3319652,21.55,205624,665868,3835796,24.90,2786212,355440,2568,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,114,AM,0.00,0.00,31161.00,0.00,11724.00,0.00,0.00,0.00,0.00,AM,11966408,3438288,22.32,205624,665924,3966512,25.75,2904192,355496,2624,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,115,AM,0.00,2220.00,8091.00,0.00,4527.00,0.00,0.00,0.00,0.00,AM,11931504,3473192,22.55,205624,667556,3966512,25.75,2929324,357116,2672,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,116,AM,0.00,588.00,2418.00,0.00,1525.00,0.00,0.00,0.00,0.00,AM,11928480,3476216,22.57,205632,667652,3966512,25.75,2932580,357208,2708,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,117,AM,0.00,1340.00,1998.00,0.00,1672.00,0.00,0.00,0.00,0.00,AM,11927020,3477676,22.58,205656,667676,3986660,25.88,2933876,357260,2756,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,118,AM,0.00,1444.00,34692.00,0.00,3875.00,0.00,0.00,0.00,0.00,AM,11805084,3599612,23.37,205672,668988,4117852,26.73,3058192,358540,3844,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,119,AM,0.00,1756.00,3072.00,0.00,2324.00,0.00,0.00,0.00,0.00,AM,11800896,3603800,23.39,205688,669208,4142892,26.89,3060396,358752,3904,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,120,AM,0.00,2076.00,2573.00,0.00,3359.00,0.00,0.00,0.00,0.00,AM,11804424,3600272,23.37,205716,669512,4163172,27.03,3058508,359060,3932,AM,0,0,0.00,0,0.00
bigdata-proj-w-0,121,AM,0.00,2148.00,13790.00,0.00,2983.00,0.00,0.00,0.00,0.00,AM,11762044,3642652,23.65,205736,669772,4163172,27.03,3099060,359300,4028,AM,0,0,0.00,0,0.00
