HostName,TimeStamp,AM,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
bigdata-proj-m,26,AM,eth0,40.00,36.00,5.94,32.73,0.00,0.00,0.00,0.00
bigdata-proj-m,27,AM,eth0,21.00,14.00,6.61,25.03,0.00,0.00,0.00,0.00
bigdata-proj-m,28,AM,eth0,57.00,54.00,11.21,40.39,0.00,0.00,0.00,0.00
bigdata-proj-m,29,AM,eth0,11.00,6.00,2.51,0.59,0.00,0.00,0.00,0.00
bigdata-proj-m,30,AM,eth0,34.00,27.00,5.82,10.00,0.00,0.00,0.00,0.00
bigdata-proj-m,31,AM,eth0,251.00,245.00,68.59,210.88,0.00,0.00,0.00,0.00
bigdata-proj-m,32,AM,eth0,150.00,147.00,34.81,115.64,0.00,0.00,0.00,0.00
bigdata-proj-m,33,AM,eth0,614.00,593.00,143.01,392.06,0.00,0.00,0.00,0.00
bigdata-proj-m,34,AM,eth0,456.00,439.00,129.01,396.45,0.00,0.00,0.00,0.00
bigdata-proj-m,35,AM,eth0,801.00,756.00,807.55,660.19,0.00,0.00,0.00,0.00
bigdata-proj-m,36,AM,eth0,699.00,662.00,195.92,582.07,0.00,0.00,0.00,0.00
bigdata-proj-m,37,AM,eth0,1561.00,1519.00,321.22,762.08,0.00,0.00,0.00,0.00
bigdata-proj-m,38,AM,eth0,790.00,779.00,212.11,749.25,0.00,0.00,0.00,0.00
bigdata-proj-m,39,AM,eth0,845.00,799.00,242.90,724.44,0.00,0.00,0.00,0.00
bigdata-proj-m,40,AM,eth0,952.00,902.00,276.07,798.40,0.00,0.00,0.00,0.00
bigdata-proj-m,41,AM,eth0,673.00,638.00,193.39,577.10,0.00,0.00,0.00,0.00
bigdata-proj-m,42,AM,eth0,460.00,438.00,137.17,383.40,0.00,0.00,0.00,0.00
bigdata-proj-m,43,AM,eth0,2221.00,2209.00,432.05,1101.34,0.00,0.00,0.00,0.00
bigdata-proj-m,44,AM,eth0,895.00,851.00,259.85,759.57,0.00,0.00,0.00,0.00
bigdata-proj-m,45,AM,eth0,883.00,814.00,3299.01,657.89,0.00,0.00,0.00,0.00
bigdata-proj-m,46,AM,eth0,976.00,932.00,284.66,816.13,0.00,0.00,0.00,0.00
bigdata-proj-m,47,AM,eth0,2181.00,2139.00,416.27,994.92,0.00,0.00,0.00,0.00
bigdata-proj-m,48,AM,eth0,1028.00,985.00,297.03,974.76,0.00,0.00,0.00,0.00
bigdata-proj-m,49,AM,eth0,787.00,748.00,227.19,678.42,0.00,0.00,0.00,0.00
bigdata-proj-m,50,AM,eth0,973.00,924.00,274.01,816.81,0.00,0.00,0.00,0.00
bigdata-proj-m,51,AM,eth0,768.00,727.00,225.02,678.32,0.00,0.00,0.00,0.00
bigdata-proj-m,52,AM,eth0,895.00,853.00,261.06,774.59,0.00,0.00,0.00,0.00
bigdata-proj-m,53,AM,eth0,746.00,717.00,208.77,716.49,0.00,0.00,0.00,0.00
bigdata-proj-m,54,AM,eth0,2508.00,2450.00,431.41,848.75,0.00,0.00,0.00,0.00
bigdata-proj-m,55,AM,eth0,1200.00,1116.00,6153.40,893.26,0.00,0.00,0.00,0.00
bigdata-proj-m,56,AM,eth0,1065.00,1012.00,304.10,912.21,0.00,0.00,0.00,0.00
bigdata-proj-m,57,AM,eth0,1123.00,1062.00,327.64,965.54,0.00,0.00,0.00,0.00
bigdata-proj-m,58,AM,eth0,1032.00,985.00,304.88,1007.05,0.00,0.00,0.00,0.00
bigdata-proj-m,59,AM,eth0,1457.00,1411.00,357.48,987.83,0.00,0.00,0.00,0.00
bigdata-proj-m,60,AM,eth0,2362.00,2296.00,436.72,947.21,0.00,0.00,0.00,0.00
bigdata-proj-m,61,AM,eth0,849.00,808.00,252.06,742.10,0.00,0.00,0.00,0.00
bigdata-proj-m,62,AM,eth0,833.00,789.00,228.85,714.79,0.00,0.00,0.00,0.00
bigdata-proj-m,63,AM,eth0,1026.00,991.00,301.64,986.89,0.00,0.00,0.00,0.00
bigdata-proj-m,64,AM,eth0,1014.00,963.00,294.67,876.29,0.00,0.00,0.00,0.00
bigdata-proj-m,65,AM,eth0,1191.00,954.00,9235.94,786.70,0.00,0.00,0.00,0.00
bigdata-proj-m,66,AM,eth0,904.00,857.00,267.53,785.52,0.00,0.00,0.00,0.00
bigdata-proj-m,67,AM,eth0,3017.00,2922.00,526.44,1056.40,0.00,0.00,0.00,0.00
bigdata-proj-m,68,AM,eth0,767.00,734.00,224.50,775.52,0.00,0.00,0.00,0.00
bigdata-proj-m,69,AM,eth0,1015.00,959.00,297.68,882.48,0.00,0.00,0.00,0.00
bigdata-proj-m,70,AM,eth0,1033.00,985.00,305.99,878.43,0.00,0.00,0.00,0.00
bigdata-proj-m,71,AM,eth0,860.00,812.00,245.48,774.31,0.00,0.00,0.00,0.00
bigdata-proj-m,72,AM,eth0,1080.00,1023.00,330.37,961.12,0.00,0.00,0.00,0.00
bigdata-proj-m,73,AM,eth0,1067.00,1021.00,316.13,1018.99,0.00,0.00,0.00,0.00
bigdata-proj-m,74,AM,eth0,784.00,744.00,232.05,688.02,0.00,0.00,0.00,0.00
bigdata-proj-m,75,AM,eth0,3486.00,3245.00,12497.53,1110.06,0.00,0.00,0.00,0.00
bigdata-proj-m,76,AM,eth0,1106.00,1052.00,333.22,1001.50,0.00,0.00,0.00,0.00
bigdata-proj-m,77,AM,eth0,1088.00,1036.00,322.48,945.45,0.00,0.00,0.00,0.00
bigdata-proj-m,78,AM,eth0,993.00,944.00,292.67,953.34,0.00,0.00,0.00,0.00
bigdata-proj-m,79,AM,eth0,920.00,879.00,271.06,827.04,0.00,0.00,0.00,0.00
bigdata-proj-m,80,AM,eth0,1115.00,1057.00,337.27,987.32,0.00,0.00,0.00,0.00
bigdata-proj-m,81,AM,eth0,1475.00,1413.00,348.52,910.69,0.00,0.00,0.00,0.00
bigdata-proj-m,82,AM,eth0,2624.00,2554.00,487.87,1046.18,0.00,0.00,0.00,0.00
bigdata-proj-m,83,AM,eth0,1026.00,979.00,308.59,1007.13,0.00,0.00,0.00,0.00
bigdata-proj-m,84,AM,eth0,1015.00,964.00,305.51,888.95,0.00,0.00,0.00,0.00
bigdata-proj-m,85,AM,eth0,1450.00,1181.00,15545.65,905.32,0.00,0.00,0.00,0.00
bigdata-proj-m,86,AM,eth0,1070.00,1019.00,328.14,948.49,0.00,0.00,0.00,0.00
bigdata-proj-m,87,AM,eth0,1037.00,978.00,311.14,915.33,0.00,0.00,0.00,0.00
bigdata-proj-m,88,AM,eth0,896.00,865.00,258.32,862.25,0.00,0.00,0.00,0.00
bigdata-proj-m,89,AM,eth0,2926.00,2864.00,472.26,914.10,0.00,0.00,0.00,0.00
bigdata-proj-m,90,AM,eth0,1128.00,1069.00,341.82,997.16,0.00,0.00,0.00,0.00
bigdata-proj-m,91,AM,eth0,1008.00,962.00,306.08,886.59,0.00,0.00,0.00,0.00
bigdata-proj-m,92,AM,eth0,1126.00,1066.00,341.03,1004.37,0.00,0.00,0.00,0.00
bigdata-proj-m,93,AM,eth0,1031.00,986.00,314.78,1008.49,0.00,0.00,0.00,0.00
bigdata-proj-m,94,AM,eth0,2768.00,2684.00,512.77,1115.29,0.00,0.00,0.00,0.00
bigdata-proj-m,95,AM,eth0,1612.00,1323.00,18778.83,949.15,0.00,0.00,0.00,0.00
bigdata-proj-m,96,AM,eth0,1072.00,1013.00,318.00,950.93,0.00,0.00,0.00,0.00
bigdata-proj-m,97,AM,eth0,1118.00,1061.00,339.90,988.92,0.00,0.00,0.00,0.00
bigdata-proj-m,98,AM,eth0,1018.00,974.00,307.28,1018.09,0.00,0.00,0.00,0.00
bigdata-proj-m,99,AM,eth0,1007.00,952.00,283.61,856.95,0.00,0.00,0.00,0.00
bigdata-proj-m,100,AM,eth0,2741.00,2664.00,495.20,1082.17,0.00,0.00,0.00,0.00
bigdata-proj-m,101,AM,eth0,134.00,128.00,41.58,164.29,0.00,0.00,0.00,0.00
bigdata-proj-m,102,AM,eth0,97.00,88.00,24.18,68.62,0.00,0.00,0.00,0.00
HostName,TimeStamp,AM,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
bigdata-proj-w-0,103,AM,eth0,1.00,2.00,0.10,0.62,0.00,0.00,0.00,0.00
bigdata-proj-w-0,104,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,105,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-0,106,AM,eth0,1.00,2.00,0.10,0.12,0.00,0.00,0.00,0.00
bigdata-proj-w-0,107,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,108,AM,eth0,2.00,4.00,0.21,1.24,0.00,0.00,0.00,0.00
bigdata-proj-w-0,109,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,110,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,111,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-0,112,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,113,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,114,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-0,115,AM,eth0,1.00,2.00,0.10,0.20,0.00,0.00,0.00,0.00
bigdata-proj-w-0,116,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,117,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-0,118,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,119,AM,eth0,2.00,3.00,0.64,0.73,0.00,0.00,0.00,0.00
bigdata-proj-w-0,120,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-0,121,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,122,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,123,AM,eth0,31.00,35.00,274.46,4.59,0.00,0.00,0.00,0.00
bigdata-proj-w-0,124,AM,eth0,2.00,3.00,0.17,0.30,0.00,0.00,0.00,0.00
bigdata-proj-w-0,125,AM,eth0,12.00,15.00,3.38,1.66,0.00,0.00,0.00,0.00
bigdata-proj-w-0,126,AM,eth0,44.00,50.00,26.23,9.27,0.00,0.00,0.00,0.00
bigdata-proj-w-0,127,AM,eth0,18.00,20.00,40.87,2.72,0.00,0.00,0.00,0.00
bigdata-proj-w-0,128,AM,eth0,42.00,48.00,314.60,21.16,0.00,0.00,0.00,0.00
bigdata-proj-w-0,129,AM,eth0,2.00,7.00,0.21,13.66,0.00,0.00,0.00,0.00
bigdata-proj-w-0,130,AM,eth0,1.00,2.00,0.10,0.49,0.00,0.00,0.00,0.00
bigdata-proj-w-0,131,AM,eth0,518.00,295.00,13181.85,63.13,0.00,0.00,0.00,0.00
bigdata-proj-w-0,132,AM,eth0,1071.00,578.00,31372.36,37.71,0.00,0.00,0.00,0.00
bigdata-proj-w-0,133,AM,eth0,1089.00,568.00,30573.80,37.34,0.00,0.00,0.00,0.00
bigdata-proj-w-0,134,AM,eth0,110.00,115.00,61.78,34.25,0.00,0.00,0.00,0.00
bigdata-proj-w-0,135,AM,eth0,64.00,67.00,33.78,16.30,0.00,0.00,0.00,0.00
bigdata-proj-w-0,136,AM,eth0,299.00,308.00,123.99,70.46,0.00,0.00,0.00,0.00
bigdata-proj-w-0,137,AM,eth0,218.00,226.00,125.20,66.94,0.00,0.00,0.00,0.00
bigdata-proj-w-0,138,AM,eth0,411.00,428.00,201.75,112.09,0.00,0.00,0.00,0.00
bigdata-proj-w-0,139,AM,eth0,376.00,390.00,185.25,107.85,0.00,0.00,0.00,0.00
bigdata-proj-w-0,140,AM,eth0,834.00,850.00,275.02,171.95,0.00,0.00,0.00,0.00
bigdata-proj-w-0,141,AM,eth0,374.00,390.00,203.23,106.08,0.00,0.00,0.00,0.00
bigdata-proj-w-0,142,AM,eth0,425.00,442.00,216.58,125.22,0.00,0.00,0.00,0.00
bigdata-proj-w-0,143,AM,eth0,508.00,525.00,263.48,137.79,0.00,0.00,0.00,0.00
bigdata-proj-w-0,144,AM,eth0,364.00,377.00,185.56,108.46,0.00,0.00,0.00,0.00
bigdata-proj-w-0,145,AM,eth0,247.00,260.00,124.03,71.83,0.00,0.00,0.00,0.00
bigdata-proj-w-0,146,AM,eth0,1156.00,1170.00,354.06,231.02,0.00,0.00,0.00,0.00
bigdata-proj-w-0,147,AM,eth0,482.00,500.00,247.74,137.38,0.00,0.00,0.00,0.00
bigdata-proj-w-0,148,AM,eth0,372.00,383.00,203.12,107.34,0.00,0.00,0.00,0.00
bigdata-proj-w-0,149,AM,eth0,525.00,546.00,274.83,155.58,0.00,0.00,0.00,0.00
bigdata-proj-w-0,150,AM,eth0,1126.00,1147.00,333.70,218.73,0.00,0.00,0.00,0.00
bigdata-proj-w-0,151,AM,eth0,546.00,564.00,282.14,158.51,0.00,0.00,0.00,0.00
bigdata-proj-w-0,152,AM,eth0,421.00,437.00,219.02,123.50,0.00,0.00,0.00,0.00
bigdata-proj-w-0,153,AM,eth0,514.00,534.00,265.48,147.61,0.00,0.00,0.00,0.00
bigdata-proj-w-0,154,AM,eth0,390.00,407.00,223.64,123.93,0.00,0.00,0.00,0.00
bigdata-proj-w-0,155,AM,eth0,470.00,484.00,240.13,138.35,0.00,0.00,0.00,0.00
bigdata-proj-w-0,156,AM,eth0,390.00,407.00,207.53,113.18,0.00,0.00,0.00,0.00
bigdata-proj-w-0,157,AM,eth0,1285.00,1311.00,327.52,226.45,0.00,0.00,0.00,0.00
bigdata-proj-w-0,158,AM,eth0,532.00,551.00,271.32,159.58,0.00,0.00,0.00,0.00
bigdata-proj-w-0,159,AM,eth0,568.00,587.00,302.38,164.85,0.00,0.00,0.00,0.00
bigdata-proj-w-0,160,AM,eth0,609.00,628.00,318.29,178.50,0.00,0.00,0.00,0.00
bigdata-proj-w-0,161,AM,eth0,575.00,597.00,299.30,171.67,0.00,0.00,0.00,0.00
bigdata-proj-w-0,162,AM,eth0,784.00,806.00,327.97,191.84,0.00,0.00,0.00,0.00
bigdata-proj-w-0,163,AM,eth0,1169.00,1197.00,337.02,226.02,0.00,0.00,0.00,0.00
bigdata-proj-w-0,164,AM,eth0,476.00,494.00,250.18,141.38,0.00,0.00,0.00,0.00
bigdata-proj-w-0,165,AM,eth0,378.00,394.00,215.04,113.57,0.00,0.00,0.00,0.00
bigdata-proj-w-0,166,AM,eth0,543.00,561.00,288.39,162.65,0.00,0.00,0.00,0.00
bigdata-proj-w-0,167,AM,eth0,520.00,540.00,282.22,159.60,0.00,0.00,0.00,0.00
bigdata-proj-w-0,168,AM,eth0,451.00,471.00,249.55,132.49,0.00,0.00,0.00,0.00
bigdata-proj-w-0,169,AM,eth0,481.00,498.00,258.81,148.34,0.00,0.00,0.00,0.00
bigdata-proj-w-0,170,AM,eth0,1545.00,1588.00,400.58,285.01,0.00,0.00,0.00,0.00
bigdata-proj-w-0,171,AM,eth0,388.00,403.00,212.12,116.47,0.00,0.00,0.00,0.00
bigdata-proj-w-0,172,AM,eth0,540.00,559.00,290.99,164.08,0.00,0.00,0.00,0.00
bigdata-proj-w-0,173,AM,eth0,575.00,593.00,314.98,172.07,0.00,0.00,0.00,0.00
bigdata-proj-w-0,174,AM,eth0,411.00,429.00,233.79,125.33,0.00,0.00,0.00,0.00
bigdata-proj-w-0,175,AM,eth0,609.00,629.00,329.42,187.75,0.00,0.00,0.00,0.00
bigdata-proj-w-0,176,AM,eth0,575.00,595.00,309.82,182.44,0.00,0.00,0.00,0.00
bigdata-proj-w-0,177,AM,eth0,391.00,403.00,214.66,113.75,0.00,0.00,0.00,0.00
bigdata-proj-w-0,178,AM,eth0,1610.00,1638.00,411.41,296.11,0.00,0.00,0.00,0.00
bigdata-proj-w-0,179,AM,eth0,606.00,627.00,327.87,186.40,0.00,0.00,0.00,0.00
bigdata-proj-w-0,180,AM,eth0,567.00,588.00,312.44,172.19,0.00,0.00,0.00,0.00
bigdata-proj-w-0,181,AM,eth0,493.00,509.00,274.93,155.34,0.00,0.00,0.00,0.00
bigdata-proj-w-0,182,AM,eth0,504.00,521.00,284.55,155.57,0.00,0.00,0.00,0.00
bigdata-proj-w-0,183,AM,eth0,591.00,612.00,320.14,187.54,0.00,0.00,0.00,0.00
bigdata-proj-w-0,184,AM,eth0,811.00,842.00,316.90,200.16,0.00,0.00,0.00,0.00
bigdata-proj-w-0,185,AM,eth0,1302.00,1326.00,379.67,252.94,0.00,0.00,0.00,0.00
bigdata-proj-w-0,186,AM,eth0,545.00,564.00,298.45,172.19,0.00,0.00,0.00,0.00
bigdata-proj-w-0,187,AM,eth0,541.00,563.00,297.82,169.60,0.00,0.00,0.00,0.00
bigdata-proj-w-0,188,AM,eth0,557.00,578.00,309.47,173.79,0.00,0.00,0.00,0.00
bigdata-proj-w-0,189,AM,eth0,587.00,604.00,318.86,180.02,0.00,0.00,0.00,0.00
bigdata-proj-w-0,190,AM,eth0,541.00,559.00,298.08,171.46,0.00,0.00,0.00,0.00
bigdata-proj-w-0,191,AM,eth0,431.00,446.00,243.31,132.78,0.00,0.00,0.00,0.00
bigdata-proj-w-0,192,AM,eth0,1459.00,1491.00,342.50,246.18,0.00,0.00,0.00,0.00
bigdata-proj-w-0,193,AM,eth0,602.00,623.00,333.72,190.25,0.00,0.00,0.00,0.00
bigdata-proj-w-0,194,AM,eth0,551.00,571.00,309.98,175.46,0.00,0.00,0.00,0.00
bigdata-proj-w-0,195,AM,eth0,592.00,613.00,323.82,184.07,0.00,0.00,0.00,0.00
bigdata-proj-w-0,196,AM,eth0,572.00,592.00,314.63,181.57,0.00,0.00,0.00,0.00
bigdata-proj-w-0,197,AM,eth0,1391.00,1427.00,395.12,275.99,0.00,0.00,0.00,0.00
bigdata-proj-w-0,198,AM,eth0,602.00,624.00,330.38,193.16,0.00,0.00,0.00,0.00
bigdata-proj-w-0,199,AM,eth0,551.00,570.00,304.45,172.35,0.00,0.00,0.00,0.00
bigdata-proj-w-0,200,AM,eth0,602.00,622.00,333.77,188.80,0.00,0.00,0.00,0.00
bigdata-proj-w-0,201,AM,eth0,557.00,579.00,312.53,178.30,0.00,0.00,0.00,0.00
bigdata-proj-w-0,202,AM,eth0,477.00,491.00,260.97,142.77,0.00,0.00,0.00,0.00
bigdata-proj-w-0,203,AM,eth0,1572.00,1461.00,1000.58,259.66,0.00,0.00,0.00,0.00
bigdata-proj-w-0,204,AM,eth0,147.00,159.00,1226.38,619.24,0.00,0.00,0.00,0.00
bigdata-proj-w-0,205,AM,eth0,78.00,93.00,624.11,655.51,0.00,0.00,0.00,0.00
HostName,TimeStamp,AM,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
bigdata-proj-w-1,206,AM,eth0,2.00,4.00,0.21,0.80,0.00,0.00,0.00,0.00
bigdata-proj-w-1,207,AM,eth0,0.99,1.98,0.10,0.56,0.00,0.00,0.00,0.00
bigdata-proj-w-1,208,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,209,AM,eth0,2.00,4.00,0.21,0.60,0.00,0.00,0.00,0.00
bigdata-proj-w-1,210,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,211,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,212,AM,eth0,23.00,29.00,268.68,3.84,0.00,0.00,0.00,0.00
bigdata-proj-w-1,213,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,214,AM,eth0,1.00,2.00,0.10,0.13,0.00,0.00,0.00,0.00
bigdata-proj-w-1,215,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-1,216,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,217,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,218,AM,eth0,7.00,8.00,0.74,3.98,0.00,0.00,0.00,0.00
bigdata-proj-w-1,219,AM,eth0,1.00,4.00,0.10,0.26,0.00,0.00,0.00,0.00
bigdata-proj-w-1,220,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,221,AM,eth0,2.00,4.00,0.21,0.59,0.00,0.00,0.00,0.00
bigdata-proj-w-1,222,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,223,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,224,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-1,225,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-1,226,AM,eth0,42.00,46.00,58.26,219.92,0.00,0.00,0.00,0.00
bigdata-proj-w-1,227,AM,eth0,5.00,8.00,2.37,53.25,0.00,0.00,0.00,0.00
bigdata-proj-w-1,228,AM,eth0,17.00,21.00,3.77,2.27,0.00,0.00,0.00,0.00
bigdata-proj-w-1,229,AM,eth0,29.00,28.00,7.89,6.62,0.00,0.00,0.00,0.00
bigdata-proj-w-1,230,AM,eth0,4.00,5.00,0.34,0.69,0.00,0.00,0.00,0.00
bigdata-proj-w-1,231,AM,eth0,21.00,23.00,29.05,23.78,0.00,0.00,0.00,0.00
bigdata-proj-w-1,232,AM,eth0,27.00,29.00,44.29,4.95,0.00,0.00,0.00,0.00
bigdata-proj-w-1,233,AM,eth0,80.00,40.00,320.51,8.43,0.00,0.00,0.00,0.00
bigdata-proj-w-1,234,AM,eth0,589.00,336.00,16542.57,27.34,0.00,0.00,0.00,0.00
bigdata-proj-w-1,235,AM,eth0,1094.00,539.00,33486.55,34.76,0.00,0.00,0.00,0.00
bigdata-proj-w-1,236,AM,eth0,956.00,437.00,29400.26,29.61,0.00,0.00,0.00,0.00
bigdata-proj-w-1,237,AM,eth0,128.00,130.00,147.76,33.22,0.00,0.00,0.00,0.00
bigdata-proj-w-1,238,AM,eth0,83.00,86.00,110.63,20.51,0.00,0.00,0.00,0.00
bigdata-proj-w-1,239,AM,eth0,344.00,353.00,275.66,77.62,0.00,0.00,0.00,0.00
bigdata-proj-w-1,240,AM,eth0,285.00,300.00,300.78,72.06,0.00,0.00,0.00,0.00
bigdata-proj-w-1,241,AM,eth0,416.00,432.00,405.76,105.15,0.00,0.00,0.00,0.00
bigdata-proj-w-1,242,AM,eth0,468.00,490.00,472.30,122.05,0.00,0.00,0.00,0.00
bigdata-proj-w-1,243,AM,eth0,872.00,894.00,522.33,175.77,0.00,0.00,0.00,0.00
bigdata-proj-w-1,244,AM,eth0,425.00,445.00,464.04,111.75,0.00,0.00,0.00,0.00
bigdata-proj-w-1,245,AM,eth0,464.00,486.00,473.03,124.30,0.00,0.00,0.00,0.00
bigdata-proj-w-1,246,AM,eth0,536.00,559.00,543.28,145.28,0.00,0.00,0.00,0.00
bigdata-proj-w-1,247,AM,eth0,441.00,464.00,451.89,120.73,0.00,0.00,0.00,0.00
bigdata-proj-w-1,248,AM,eth0,384.00,389.00,306.83,87.02,0.00,0.00,0.00,0.00
bigdata-proj-w-1,249,AM,eth0,1108.00,1131.00,658.72,220.59,0.00,0.00,0.00,0.00
bigdata-proj-w-1,250,AM,eth0,507.00,532.00,526.32,136.58,0.00,0.00,0.00,0.00
bigdata-proj-w-1,251,AM,eth0,457.00,477.00,482.10,120.04,0.00,0.00,0.00,0.00
bigdata-proj-w-1,252,AM,eth0,559.00,586.00,575.58,149.31,0.00,0.00,0.00,0.00
bigdata-proj-w-1,253,AM,eth0,1210.00,1225.00,689.15,231.73,0.00,0.00,0.00,0.00
bigdata-proj-w-1,254,AM,eth0,607.00,637.00,615.53,165.25,0.00,0.00,0.00,0.00
bigdata-proj-w-1,255,AM,eth0,455.00,476.00,481.21,124.50,0.00,0.00,0.00,0.00
bigdata-proj-w-1,256,AM,eth0,529.00,555.00,540.21,142.06,0.00,0.00,0.00,0.00
bigdata-proj-w-1,257,AM,eth0,440.00,456.00,478.15,118.02,0.00,0.00,0.00,0.00
bigdata-proj-w-1,258,AM,eth0,529.00,555.00,547.57,147.74,0.00,0.00,0.00,0.00
bigdata-proj-w-1,259,AM,eth0,428.00,447.00,441.28,114.22,0.00,0.00,0.00,0.00
