HostName,TimeStamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
bigdata-proj-m,28,3,7.14,0.00,0.00,0.00,0.00,92.86
bigdata-proj-m,29,all,2.02,0.00,2.78,0.00,0.00,95.20
bigdata-proj-m,29,0,1.00,0.00,2.00,0.00,0.00,97.00
bigdata-proj-m,29,1,1.01,0.00,0.00,0.00,0.00,98.99
bigdata-proj-m,29,2,4.08,0.00,8.16,0.00,0.00,87.76
bigdata-proj-m,29,3,2.00,0.00,2.00,0.00,0.00,96.00
bigdata-proj-m,30,all,2.26,0.00,2.76,0.00,0.00,94.97
bigdata-proj-m,30,0,1.02,0.00,2.04,0.00,0.00,96.94
bigdata-proj-m,30,1,2.94,0.00,2.94,0.00,0.00,94.12
bigdata-proj-m,30,2,2.97,0.00,1.98,0.00,0.00,95.05
bigdata-proj-m,30,3,3.03,0.00,5.05,0.00,0.00,91.92
bigdata-proj-m,31,all,32.32,0.00,2.54,0.00,0.00,65.14
bigdata-proj-m,31,0,38.00,0.00,1.00,1.00,0.00,60.00
bigdata-proj-m,31,1,39.18,0.00,1.03,0.00,0.00,59.79
bigdata-proj-m,31,2,23.47,0.00,5.10,0.00,0.00,71.43
bigdata-proj-m,31,3,28.57,0.00,2.04,0.00,0.00,69.39
bigdata-proj-m,32,all,48.24,0.00,4.02,0.00,0.00,47.74
bigdata-proj-m,32,0,59.60,0.00,1.01,0.00,0.00,39.39
bigdata-proj-m,32,1,43.56,0.00,2.97,0.00,0.00,53.47
bigdata-proj-m,32,2,54.00,0.00,4.00,0.00,0.00,42.00
bigdata-proj-m,32,3,35.35,0.00,8.08,0.00,0.00,56.57
bigdata-proj-m,33,all,50.13,0.00,11.28,0.25,0.00,38.35
bigdata-proj-m,33,0,39.39,0.00,15.15,0.00,0.00,45.45
bigdata-proj-m,33,1,59.41,0.00,10.89,0.00,0.00,29.70
bigdata-proj-m,33,2,56.00,0.00,12.00,0.00,0.00,32.00
bigdata-proj-m,33,3,46.46,0.00,7.07,1.01,0.00,45.45
bigdata-proj-m,34,all,53.94,0.00,2.54,0.25,0.00,43.26
bigdata-proj-m,34,0,27.84,0.00,2.06,0.00,0.00,70.10
bigdata-proj-m,34,1,63.27,0.00,3.06,1.02,0.00,32.65
bigdata-proj-m,34,2,92.93,0.00,0.00,0.00,0.00,7.07
bigdata-proj-m,34,3,29.90,0.00,5.15,0.00,0.00,64.95
bigdata-proj-m,35,all,49.75,0.00,4.23,0.25,0.00,45.77
bigdata-proj-m,35,0,43.00,0.00,5.00,0.00,0.00,52.00
bigdata-proj-m,35,1,47.52,0.00,2.97,0.00,0.00,49.50
bigdata-proj-m,35,2,70.59,0.00,0.98,0.98,0.00,27.45
bigdata-proj-m,35,3,39.00,0.00,6.00,0.00,0.00,55.00
bigdata-proj-m,36,all,37.28,0.00,3.78,0.25,0.00,58.69
bigdata-proj-m,36,0,24.24,0.00,8.08,1.01,0.00,66.67
bigdata-proj-m,36,1,39.22,0.00,3.92,0.00,0.00,56.86
bigdata-proj-m,36,2,42.42,0.00,2.02,0.00,0.00,55.56
bigdata-proj-m,36,3,41.41,0.00,4.04,0.00,0.00,54.55
bigdata-proj-m,37,all,45.00,0.00,5.50,0.25,0.00,49.25
bigdata-proj-m,37,0,51.49,0.00,4.95,0.00,0.00,43.56
bigdata-proj-m,37,1,50.98,0.00,7.84,0.00,0.00,41.18
bigdata-proj-m,37,2,39.58,0.00,3.12,0.00,0.00,57.29
bigdata-proj-m,37,3,37.37,0.00,5.05,1.01,0.00,56.57
bigdata-proj-m,38,all,28.35,0.00,3.29,0.25,0.00,68.10
bigdata-proj-m,38,0,21.21,0.00,4.04,0.00,0.00,74.75
bigdata-proj-m,38,1,25.00,0.00,1.04,1.04,0.00,72.92
bigdata-proj-m,38,2,36.63,0.00,2.97,0.00,0.00,60.40
bigdata-proj-m,38,3,31.37,0.00,4.90,0.00,0.00,63.73
bigdata-proj-m,39,all,23.75,0.00,2.25,0.50,0.00,73.50
bigdata-proj-m,39,0,21.00,0.00,4.00,1.00,0.00,74.00
bigdata-proj-m,39,1,27.00,0.00,1.00,0.00,0.00,72.00
bigdata-proj-m,39,2,23.00,0.00,2.00,0.00,0.00,75.00
bigdata-proj-m,39,3,24.49,0.00,2.04,0.00,0.00,73.47
bigdata-proj-m,40,all,27.48,0.00,2.97,0.50,0.00,69.06
bigdata-proj-m,40,0,30.00,0.00,1.00,1.00,0.00,68.00
bigdata-proj-m,40,1,25.25,0.00,4.04,0.00,0.00,70.71
bigdata-proj-m,40,2,28.43,0.00,1.96,0.98,0.00,68.63
bigdata-proj-m,40,3,25.49,0.00,3.92,0.98,0.00,69.61
bigdata-proj-m,41,all,25.94,0.00,3.53,0.25,0.00,70.28
bigdata-proj-m,41,0,34.34,0.00,4.04,0.00,0.00,61.62
bigdata-proj-m,41,1,26.26,0.00,6.06,1.01,0.00,66.67
bigdata-proj-m,41,2,24.49,0.00,2.04,0.00,0.00,73.47
bigdata-proj-m,41,3,18.00,0.00,2.00,0.00,0.00,80.00
bigdata-proj-m,42,all,20.00,0.00,7.00,0.25,0.00,72.75
bigdata-proj-m,42,0,19.19,0.00,7.07,0.00,0.00,73.74
bigdata-proj-m,42,1,20.59,0.00,4.90,0.00,0.00,74.51
bigdata-proj-m,42,2,24.49,0.00,2.04,1.02,0.00,72.45
bigdata-proj-m,42,3,17.65,0.00,12.75,0.00,0.00,69.61
bigdata-proj-m,43,all,39.03,0.00,6.38,0.51,0.00,54.08
bigdata-proj-m,43,0,35.71,0.00,6.12,1.02,0.00,57.14
bigdata-proj-m,43,1,39.81,0.00,8.74,0.97,0.00,50.49
bigdata-proj-m,43,2,34.34,0.00,6.06,0.00,0.00,59.60
bigdata-proj-m,43,3,45.26,0.00,6.32,1.05,0.00,47.37
bigdata-proj-m,44,all,29.44,0.00,2.03,0.51,0.00,68.02
bigdata-proj-m,44,0,28.12,0.00,1.04,0.00,0.00,70.83
bigdata-proj-m,44,1,26.80,0.00,2.06,0.00,0.00,71.13
bigdata-proj-m,44,2,22.68,0.00,1.03,1.03,0.00,75.26
bigdata-proj-m,44,3,41.00,0.00,1.00,0.00,0.00,58.00
bigdata-proj-m,45,all,17.41,0.00,3.48,0.75,0.00,78.36
bigdata-proj-m,45,0,16.83,0.00,4.95,0.99,0.00,77.23
bigdata-proj-m,45,1,14.14,0.00,5.05,1.01,0.00,79.80
bigdata-proj-m,45,2,23.53,0.00,3.92,0.00,0.00,72.55
bigdata-proj-m,45,3,13.86,0.00,2.97,0.99,0.00,82.18
bigdata-proj-m,46,all,23.56,0.00,3.01,0.50,0.00,72.93
bigdata-proj-m,46,0,25.00,0.00,3.00,1.00,0.00,71.00
bigdata-proj-m,46,1,33.00,0.00,4.00,0.00,0.00,63.00
bigdata-proj-m,46,2,19.39,0.00,2.04,1.02,0.00,77.55
bigdata-proj-m,46,3,16.83,0.00,1.98,0.99,0.00,80.20
bigdata-proj-m,47,all,31.06,0.00,5.05,0.76,0.00,63.13
bigdata-proj-m,47,0,37.00,0.00,4.00,0.00,0.00,59.00
bigdata-proj-m,47,1,26.26,0.00,8.08,1.01,0.00,64.65
bigdata-proj-m,47,2,29.29,0.00,4.04,0.00,0.00,66.67
bigdata-proj-m,47,3,31.63,0.00,5.10,0.00,0.00,63.27
bigdata-proj-m,48,all,18.58,0.00,4.83,0.51,0.00,76.08
bigdata-proj-m,48,0,15.31,0.00,3.06,1.02,0.00,80.61
bigdata-proj-m,48,1,20.20,0.00,5.05,0.00,0.00,74.75
bigdata-proj-m,48,2,22.00,0.00,9.00,1.00,0.00,68.00
bigdata-proj-m,48,3,16.49,0.00,2.06,1.03,0.00,80.41
bigdata-proj-m,49,all,24.81,0.00,3.97,0.25,0.00,70.97
bigdata-proj-m,49,0,17.35,0.00,7.14,0.00,0.00,75.51
bigdata-proj-m,49,1,42.16,0.00,2.94,0.98,0.00,53.92
bigdata-proj-m,49,2,23.00,0.00,2.00,0.00,0.00,75.00
bigdata-proj-m,49,3,16.83,0.00,1.98,0.00,0.00,81.19
bigdata-proj-m,50,all,15.86,0.00,3.84,0.77,0.00,79.54
bigdata-proj-m,50,0,15.15,0.00,5.05,0.00,0.00,79.80
bigdata-proj-m,50,1,14.43,0.00,5.15,0.00,0.00,80.41
bigdata-proj-m,50,2,15.15,0.00,6.06,1.01,0.00,77.78
bigdata-proj-m,50,3,17.71,0.00,2.08,1.04,0.00,79.17
bigdata-proj-m,51,all,20.61,0.00,3.31,0.25,0.00,75.83
bigdata-proj-m,51,0,23.23,0.00,3.03,1.01,0.00,72.73
bigdata-proj-m,51,1,20.62,0.00,1.03,1.03,0.00,77.32
bigdata-proj-m,51,2,17.17,0.00,6.06,0.00,0.00,76.77
bigdata-proj-m,51,3,22.22,0.00,2.02,0.00,0.00,75.76
bigdata-proj-m,52,all,11.39,0.00,5.82,0.76,0.00,82.03
bigdata-proj-m,52,0,13.54,0.00,4.17,0.00,0.00,82.29
bigdata-proj-m,52,1,11.76,0.00,8.82,0.98,0.00,78.43
bigdata-proj-m,52,2,9.00,0.00,4.00,1.00,0.00,86.00
bigdata-proj-m,52,3,11.22,0.00,6.12,1.02,0.00,81.63
bigdata-proj-m,53,all,15.40,0.00,6.57,0.25,0.00,77.78
bigdata-proj-m,53,0,17.00,0.00,5.00,1.00,0.00,77.00
bigdata-proj-m,53,1,11.58,0.00,6.32,0.00,0.00,82.11
bigdata-proj-m,53,2,12.87,0.00,9.90,0.00,0.00,77.23
bigdata-proj-m,53,3,19.19,0.00,6.06,0.00,0.00,74.75
bigdata-proj-m,54,all,24.94,0.00,9.00,0.51,0.00,65.55
bigdata-proj-m,54,0,25.00,0.00,12.50,0.00,0.00,62.50
bigdata-proj-m,54,1,17.35,0.00,12.24,0.00,0.00,70.41
bigdata-proj-m,54,2,23.23,0.00,5.05,1.01,0.00,70.71
bigdata-proj-m,54,3,35.42,0.00,4.17,1.04,0.00,59.38
bigdata-proj-m,55,all,31.74,0.00,3.78,0.50,0.00,63.98
bigdata-proj-m,55,0,21.65,0.00,6.19,0.00,0.00,72.16
bigdata-proj-m,55,1,26.80,0.00,2.06,1.03,0.00,70.10
bigdata-proj-m,55,2,32.00,0.00,4.00,0.00,0.00,64.00
bigdata-proj-m,55,3,45.54,0.00,2.97,0.00,0.00,51.49
bigdata-proj-m,56,all,49.37,0.00,3.27,0.50,0.00,46.85
bigdata-proj-m,56,0,16.16,0.00,8.08,2.02,0.00,73.74
bigdata-proj-m,56,1,27.00,0.00,3.00,1.00,0.00,69.00
bigdata-proj-m,56,2,100.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,56,3,53.00,0.00,2.00,1.00,0.00,44.00
bigdata-proj-m,57,all,22.61,0.00,3.52,0.75,0.00,73.12
bigdata-proj-m,57,0,25.51,0.00,2.04,0.00,0.00,72.45
bigdata-proj-m,57,1,20.20,0.00,6.06,0.00,0.00,73.74
bigdata-proj-m,57,2,27.27,0.00,3.03,0.00,0.00,69.70
bigdata-proj-m,57,3,18.00,0.00,3.00,1.00,0.00,78.00
bigdata-proj-m,58,all,24.56,0.00,3.29,0.51,0.00,71.65
bigdata-proj-m,58,0,33.33,0.00,5.05,1.01,0.00,60.61
bigdata-proj-m,58,1,15.00,0.00,5.00,1.00,0.00,79.00
bigdata-proj-m,58,2,31.31,0.00,1.01,1.01,0.00,66.67
bigdata-proj-m,58,3,19.19,0.00,3.03,0.00,0.00,77.78
bigdata-proj-m,59,all,20.10,0.00,3.97,0.74,0.00,75.19
bigdata-proj-m,59,0,31.07,0.00,3.88,0.97,0.00,64.08
bigdata-proj-m,59,1,14.71,0.00,7.84,0.00,0.00,77.45
bigdata-proj-m,59,2,17.82,0.00,3.96,0.99,0.00,77.23
bigdata-proj-m,59,3,16.33,0.00,1.02,1.02,0.00,81.63
bigdata-proj-m,60,all,17.74,0.00,5.14,0.51,0.00,76.61
bigdata-proj-m,60,0,14.58,0.00,10.42,0.00,0.00,75.00
bigdata-proj-m,60,1,15.46,0.00,5.15,1.03,0.00,78.35
bigdata-proj-m,60,2,15.31,0.00,3.06,0.00,0.00,81.63
bigdata-proj-m,60,3,25.00,0.00,0.00,1.04,0.00,73.96
bigdata-proj-m,61,all,10.20,0.00,3.73,0.50,0.00,85.57
bigdata-proj-m,61,0,9.90,0.00,2.97,0.99,0.00,86.14
bigdata-proj-m,61,1,9.00,0.00,7.00,0.00,0.00,84.00
bigdata-proj-m,61,2,12.87,0.00,1.98,0.99,0.00,84.16
bigdata-proj-m,61,3,9.90,0.00,2.97,0.00,0.00,87.13
bigdata-proj-m,62,all,9.67,0.00,2.54,0.76,0.00,87.02
bigdata-proj-m,62,0,10.20,0.00,3.06,1.02,0.00,85.71
bigdata-proj-m,62,1,9.00,0.00,4.00,0.00,0.00,87.00
bigdata-proj-m,62,2,8.25,0.00,3.09,1.03,0.00,87.63
bigdata-proj-m,62,3,11.11,0.00,1.01,1.01,0.00,86.87
bigdata-proj-m,63,all,10.74,0.00,3.58,0.77,0.00,84.91
bigdata-proj-m,63,0,11.34,0.00,3.09,0.00,0.00,85.57
bigdata-proj-m,63,1,7.29,0.00,4.17,1.04,0.00,87.50
bigdata-proj-m,63,2,11.00,0.00,5.00,1.00,0.00,83.00
bigdata-proj-m,63,3,14.00,0.00,3.00,0.00,0.00,83.00
bigdata-proj-m,64,all,13.42,0.00,3.80,0.76,0.00,82.03
bigdata-proj-m,64,0,10.31,0.00,2.06,1.03,0.00,86.60
bigdata-proj-m,64,1,13.00,0.00,5.00,1.00,0.00,81.00
bigdata-proj-m,64,2,19.19,0.00,5.05,1.01,0.00,74.75
bigdata-proj-m,64,3,10.20,0.00,3.06,1.02,0.00,85.71
bigdata-proj-m,65,all,14.39,0.00,2.27,0.51,0.00,82.83
bigdata-proj-m,65,0,11.76,0.00,3.92,0.98,0.00,83.33
bigdata-proj-m,65,1,24.21,0.00,1.05,0.00,0.00,74.74
bigdata-proj-m,65,2,11.11,0.00,1.01,1.01,0.00,86.87
bigdata-proj-m,65,3,11.00,0.00,2.00,1.00,0.00,86.00
bigdata-proj-m,66,all,21.46,0.00,7.32,0.51,0.00,70.71
bigdata-proj-m,66,0,15.46,0.00,6.19,0.00,0.00,78.35
bigdata-proj-m,66,1,26.53,0.00,8.16,0.00,0.00,65.31
bigdata-proj-m,66,2,35.00,0.00,5.00,0.00,0.00,60.00
bigdata-proj-m,66,3,10.10,0.00,9.09,0.00,0.00,80.81
bigdata-proj-m,67,all,21.04,0.00,9.41,0.74,0.00,68.81
bigdata-proj-m,67,0,20.39,0.00,8.74,0.97,0.00,69.90
bigdata-proj-m,67,1,19.39,0.00,12.24,1.02,0.00,67.35
bigdata-proj-m,67,2,18.81,0.00,7.92,0.99,0.00,72.28
bigdata-proj-m,67,3,23.53,0.00,9.80,0.98,0.00,65.69
bigdata-proj-m,68,all,9.52,0.00,4.26,0.50,0.00,85.71
bigdata-proj-m,68,0,7.22,0.00,3.09,0.00,0.00,89.69
bigdata-proj-m,68,1,12.87,0.00,3.96,0.00,0.00,83.17
bigdata-proj-m,68,2,10.00,0.00,2.00,0.00,0.00,88.00
bigdata-proj-m,68,3,8.91,0.00,8.91,0.99,0.00,81.19
bigdata-proj-m,69,all,13.10,0.00,3.78,0.50,0.00,82.62
bigdata-proj-m,69,0,13.00,0.00,4.00,1.00,0.00,82.00
bigdata-proj-m,69,1,11.46,0.00,3.12,1.04,0.00,84.38
bigdata-proj-m,69,2,16.00,0.00,2.00,1.00,0.00,81.00
bigdata-proj-m,69,3,12.00,0.00,4.00,0.00,0.00,84.00
bigdata-proj-m,70,all,11.96,0.00,3.56,0.51,0.00,83.97
bigdata-proj-m,70,0,11.11,0.00,4.04,0.00,0.00,84.85
bigdata-proj-m,70,1,12.12,0.00,5.05,0.00,0.00,82.83
bigdata-proj-m,70,2,11.34,0.00,3.09,1.03,0.00,84.54
bigdata-proj-m,70,3,13.00,0.00,3.00,1.00,0.00,83.00
bigdata-proj-m,71,all,13.43,0.00,2.74,1.00,0.00,82.84
bigdata-proj-m,71,0,17.65,0.00,1.96,0.98,0.00,79.41
bigdata-proj-m,71,1,14.29,0.00,3.06,1.02,0.00,81.63
bigdata-proj-m,71,2,7.14,0.00,4.08,1.02,0.00,87.76
bigdata-proj-m,71,3,14.42,0.00,1.92,0.96,0.00,82.69
bigdata-proj-m,72,all,13.82,0.00,3.77,0.50,0.00,81.91
bigdata-proj-m,72,0,13.00,0.00,3.00,0.00,0.00,84.00
bigdata-proj-m,72,1,12.24,0.00,4.08,1.02,0.00,82.65
bigdata-proj-m,72,2,14.14,0.00,3.03,1.01,0.00,81.82
bigdata-proj-m,72,3,16.00,0.00,4.00,0.00,0.00,80.00
bigdata-proj-m,73,all,16.58,0.00,5.45,0.74,0.00,77.23
