,budget,popularity,revenue,runtime,vote_average,vote_count
57,0.0,0.01856833500107838,0.0,0.12314709236031927,0.7999999999999999,0.010680717744232411
59,0.11842105263157894,0.01949047588013978,0.0,0.10946408209806158,0.6210526315789474,0.007476502420962689
60,0.05263157894736842,0.008641298725285566,0.0,0.11516533637400228,0.6105263157894736,0.0024209626886926806
61,0.0,0.013031533459427326,0.03811739662577776,0.15621436716077539,0.7263157894736842,0.00598120193677015
62,0.0,0.021365993153867596,0.0,0.10148232611174458,0.6526315789473685,0.011463970378809456
64,0.039473684210526314,0.011662277754950191,0.0,0.10034207525655645,0.4631578947368421,0.005625178011962404
65,0.0,0.004553199703312831,0.0008641517826869401,0.10490307867730901,0.29473684210526313,7.120478496154938e-05
67,0.0,0.004594663795456524,0.0,0.10832383124287344,0.631578947368421,0.000854457419538593
68,0.009210526315789473,0.02660728929278452,0.01012061382388466,0.10376282782212087,0.7368421052631579,0.03432070635146682
69,0.05,0.02801281078068587,0.009267194958958967,0.12314709236031927,0.7263157894736842,0.11485331814297921
70,0.13157894736842105,0.010794225953931659,0.004137238681281951,0.10376282782212087,0.431578947368421,0.0016377100541156366
71,0.0,0.006145800029575198,0.00025771126164751717,0.10946408209806158,0.7368421052631579,0.0003560239248077469
75,0.05263157894736842,0.02329980235467676,0.0020738728138886484,0.12314709236031927,0.6421052631578946,0.00875818855027058
77,0.0,0.010509723577102717,0.0,0.1265678449258837,0.6421052631578946,0.0030618057533466246
78,0.11578947368421053,0.010973876288581458,0.0,0.1345496009122007,0.5789473684210527,0.004272287097692965
80,0.021052631578947368,0.008189511632229484,0.00019001887881245192,0.1322690992018244,0.7052631578947368,0.003987467957846768
85,0.1,0.01747272111698393,0.003694450855223353,0.14709236031927025,0.6631578947368421,0.003916263172885218
86,0.042105263157894736,0.008789793911717447,0.0,0.10034207525655645,0.5368421052631578,0.0019937339789233835
87,0.0,0.016366633901126484,1.1477905569625951e-08,0.09920182440136831,0.631578947368421,0.006622045001424096
88,0.021498323684210525,0.012504531624712942,0.002932370293344351,0.10262257696693272,0.6421052631578946,0.011321560808886359
90,0.12368421052631579,0.02349577274850034,0.004440300223888707,0.11858608893956671,0.6,0.003275420108231273
91,0.03684210526315789,0.01656406369363835,0.007101954071206057,0.11402508551881414,0.47368421052631576,0.0058387923668470525
92,0.0,0.008526292994360255,0.0,0.12770809578107184,0.6947368421052631,0.005126744517231558
93,0.13157894736842105,0.027315939687636803,0.053899579912494076,0.12314709236031927,0.6,0.030475647963543153
95,0.007894736842105263,0.02211136596502528,0.0,0.11174458380843785,0.8315789473684211,0.04727997721446881
98,0.0,0.008775908619066183,0.0,0.1265678449258837,0.631578947368421,0.0025633722586157794
99,0.018421052631578946,0.01260725575766573,0.00020088809670233866,0.10376282782212087,0.7157894736842104,0.018086015380233553
102,0.031578947368421054,0.0175159386793914,0.014779632353409022,0.10490307867730901,0.6842105263157894,0.05240672173170037
103,0.06315789473684211,0.010865194009794882,0.06528654818839917,0.15393386545039908,0.7684210526315789,0.026060951295927087
105,0.0,0.012602857469754097,0.012312704760925866,0.11402508551881414,0.6842105263157894,0.004414696667616064
108,0.18947368421052632,0.03790529821268775,0.0753237553006703,0.20182440136830104,0.8105263157894737,0.2401737396753062
109,0.0034210526315789475,0.02573614882695761,0.010137348610205175,0.12998859749144812,0.8526315789473683,0.18520364568499004
110,0.019736842105263157,0.022487781234711925,0.011618526771027675,0.10376282782212087,0.6842105263157894,0.015237823981771575
111,0.09210526315789473,0.0053622490564868746,0.0,0.12314709236031927,0.6105263157894736,0.00042722870976929627
120,0.10526315789473684,0.01188057384360097,0.02514378688846185,0.13340935005701254,0.5684210526315789,0.007690116775847337
121,0.0,0.01237738311221099,0.0,0.11630558722919043,0.8315789473684211,0.015522643121617774
123,0.018421052631578946,0.010185744374429024,0.005273537343977507,0.10490307867730901,0.6631578947368421,0.0024921674736542295
124,0.04473684210526316,0.011415527958206618,0.0,0.10832383124287344,0.4631578947368421,0.005269154087154657
130,0.13157894736842105,0.020852376142166687,0.0035336202902744598,0.10832383124287344,0.5368421052631578,0.0009968669894616917
133,0.0,0.00946588820867231,0.0,0.10490307867730901,0.5894736842105263,0.005625178011962404
138,0.15789473684210525,0.006210592582353191,0.0,0.13568985176738882,0.6210526315789474,0.0014240956992309884
139,0.08157894736842106,0.011867234683875613,0.06645009790970886,0.13340935005701254,0.7052631578947368,0.01936770150954144
142,0.05,0.0169130353271654,0.0507205146360572,0.1345496009122007,0.6842105263157894,0.1209057248647109
143,0.0,0.004334956584076268,0.0,0.09236031927023945,0.5263157894736842,0.0
144,0.0,0.013539358539663204,0.0,0.11630558722919043,0.7578947368421053,0.03140131016804329
147,0.1368421052631579,0.03426377518933094,0.1274183578038472,0.1596351197263398,0.7684210526315789,0.11435488464824836
148,0.07368421052631578,0.018614202860728284,0.011333323773433608,0.15849486887115166,0.6842105263157894,0.008544574195385929
149,0.0,0.005725714217662939,0.0,0.09350057012542759,0.6736842105263158,0.0010680717744232411
150,0.2631578947368421,0.024327237296546303,0.12070780425809542,0.13797035347776512,0.5473684210526316,0.10666476787240103
151,0.0,0.01852125615102756,0.0,0.11516533637400228,0.7684210526315789,0.009399031614924523
154,0.02894736842105263,0.009843211264526768,6.388315292414563e-05,0.10376282782212087,0.6210526315789474,0.0018513244090002847
155,0.13157894736842105,0.023397870658772926,0.10327539442390442,0.11402508551881414,0.631578947368421,0.07220165195101111
156,0.06578947368421052,0.008322506872142208,0.004688551539239558,0.1459521094640821,0.7157894736842104,0.002705781828538878
157,0.13157894736842105,0.013257031561880255,0.05452797874294184,0.12428734321550741,0.5263157894736842,0.013030475647963544
158,0.1394736842105263,0.01580831435688847,0.05645235506494705,0.1322690992018244,0.7368421052631579,0.03396468242665907
159,0.0,0.00660811707687155,0.0011387140444488644,0.13568985176738882,0.7999999999999999,0.002848191398461977
160,0.018421052631578946,0.01269059491154619,0.00911254058326018,0.11858608893956671,0.7157894736842104,0.06173454856166334
161,0.07105263157894737,0.00848167082921024,0.005789463460379409,0.11630558722919043,0.6631578947368421,0.004058672742808317
162,0.23684210526315788,0.02764696016933846,0.13131501097596063,0.1459521094640821,0.7263157894736842,0.14689547137567646
163,0.0,0.013001740903726881,0.0,0.09122006841505131,0.5894736842105263,0.0018513244090002847
165,0.14473684210526316,0.027719077113530763,0.04576830448666232,0.15279361459521096,0.6210526315789474,0.020506978068926235
166,0.0,0.013831519563175484,0.0,0.10832383124287344,0.5789473684210527,0.007049273711193393
167,0.05263157894736842,0.027047244114623177,0.0027129923668229926,0.12200684150513114,0.6526315789473685,0.026701794360581035
169,0.06578947368421052,0.021394766504977215,0.006842166026019536,0.11060433295324971,0.5789473684210527,0.024850469951580748
170,0.23684210526315788,0.014945186884860708,0.04070835805269178,0.10946408209806158,0.5684210526315789,0.04357732839646824
171,0.0,0.0067113763835610985,0.006102893138561028,0.10034207525655645,0.42105263157894735,0.00021361435488464814
172,0.003947368421052632,0.008904951244759315,0.002658647353427206,0.10376282782212087,0.7157894736842104,0.017729991455425805
173,0.0013157894736842105,0.018367219267949538,0.0004120395930912172,0.10148232611174458,0.7578947368421053,0.002349757903731131
174,0.0,0.0074885436289703665,0.0,0.13568985176738882,0.6210526315789474,0.003987467957846768
177,0.015789473684210527,0.015074240469742988,0.0007613298351178384,0.1071835803876853,0.7157894736842104,0.026274565650811738
178,0.039473684210526314,0.01282533631559659,0.023673180237353524,0.10490307867730901,0.5473684210526316,0.00868698376530903
180,5.263157894736842e-09,0.0044997115541416085,3.5868454905081097e-10,0.10832383124287344,0.6736842105263158,0.0003560239248077469
182,0.05789473684210526,0.024296164342247,0.0396805417384339,0.12998859749144812,0.5894736842105263,0.02335516946738821
183,0.0,0.015489527983339692,0.024986228602653947,0.11744583808437857,0.5789473684210527,0.009968669894616918
185,2.1052631578947368e-08,0.018603378834912525,5.7389527848129755e-09,0.11174458380843785,0.6736842105263158,0.007690116775847337
187,0.0,0.01493647798255063,0.0,0.13568985176738882,0.7578947368421053,0.002207348333808032
188,0.13157894736842105,0.012328322475455799,0.0037240089728569833,0.15393386545039908,0.5789473684210527,0.005696382796923953
190,0.11842105263157894,0.03196400395875136,0.0072995010213339874,0.1459521094640821,0.5157894736842106,0.01637710054115637
191,0.018421052631578946,0.010137995187308613,0.0029948115343813126,0.12770809578107184,0.7578947368421053,0.00598120193677015
192,0.0,0.006832458984869305,0.01825423145982172,0.12086659064994298,0.6,0.0020649387638849333
193,0.09210526315789473,0.0246404710142598,0.040665539008595195,0.12314709236031927,0.5789473684210527,0.030333238393620055
195,0.11052631578947368,0.02049462802466314,0.002854874703099178,0.16533637400228052,0.7157894736842104,0.021575049843349476
196,0.0,0.014852154328178324,0.0,0.10376282782212087,0.7999999999999999,0.00626602107661635
199,0.0,0.008299784819974128,0.00012191293269233109,0.1265678449258837,0.6842105263157894,0.0057675875818855036
200,0.0,0.013974624655077785,0.017135864872471412,0.11972633979475485,0.6631578947368421,0.00612361150669325
201,0.15789473684210525,0.013676536536767639,0.03741943666599438,0.11402508551881414,0.5894736842105263,0.01324409000284819
204,0.05263157894736842,0.017741285179727773,0.017938713520195528,0.11744583808437857,0.6842105263157894,0.009755055539732271
205,0.4605263157894737,0.030836685140450036,0.09477099309170796,0.15393386545039908,0.6210526315789474,0.07020791797208772
210,0.007368421052631579,0.004536254970357584,0.0009384991986450941,0.15393386545039908,0.7052631578947368,0.0002848191398461975
211,0.0,0.006435073306746826,0.0002739801167388148,0.12884834663626,0.8105263157894737,0.0009968669894616917
212,0.006578947368421052,0.020644264793297996,0.0019854642462386043,0.11972633979475485,0.8105263157894737,0.0678581600683566
213,0.02631578947368421,0.012120092402037997,0.009501099609716884,0.10148232611174458,0.6526315789473685,0.0308316718883509
215,0.05526315789473684,0.005530319181269664,0.008411152675241517,0.13112884834663627,0.6631578947368421,0.0012104813443463399
216,0.0,0.004902052612290773,0.0,0.11060433295324971,0.7578947368421053,0.0019225291939618345
217,0.0,0.004141170721956312,0.0,0.10832383124287344,0.6105263157894736,0.0006408430646539448
219,7.105263157894737e-05,0.01919836051991562,0.001130261643050482,0.10490307867730901,0.7789473684210526,0.05254913130162347
220,0.06578947368421052,0.013582811724637364,0.007962796988928003,0.11060433295324971,0.6631578947368421,0.010894332099117061
221,0.14473684210526316,0.021570800307207982,0.07676390568803418,0.1402508551881414,0.6210526315789474,0.01324409000284819
223,0.11842105263157894,0.01749199285110173,0.0,0.11516533637400228,0.5368421052631578,0.004272287097692965
225,0.0,0.01001234808372002,0.0,0.11744583808437857,0.7473684210526315,0.004343491882654514
226,0.0,0.010593813435439853,0.0,0.15051311288483465,0.7473684210526315,0.010823127314155512
227,0.042105263157894736,0.01797675979736897,0.08869385601456063,0.12200684150513114,0.6842105263157894,0.13265451438336656
228,0.0,0.00887233669785311,0.0026163896506498827,0.1402508551881414,0.7894736842105263,0.003204215323269724
229,0.0,0.009819303793399117,0.0,0.11744583808437857,0.6842105263157894,0.002349757903731131
231,0.04736842105263158,0.021402967631523415,0.0021117398591010404,0.14481185860889395,0.7684210526315789,0.04329250925662204
232,0.0,0.01670181522164156,0.0,0.1265678449258837,0.6526315789473685,0.010538308174309313
233,0.0,0.029652290865062863,0.0,0.11516533637400228,0.6421052631578946,0.0004984334947308461
235,0.0,0.01858576011182464,0.012678995574523849,0.08893956670467504,0.7052631578947368,0.026559384790657933
237,0.0,0.009043884538659048,0.0,0.10946408209806158,0.6947368421052631,0.0012104813443463399
242,0.0018421052631578947,0.017304782502470927,0.00280871917532732,0.1949828962371722,0.8105263157894737,0.004272287097692965
243,0.013157894736842105,0.017234245508047547,0.0010936776124700444,0.112884834663626,0.7263157894736842,0.019082882369695246
245,3.1578947368421055e-07,0.014577781895185729,0.0,0.13797035347776512,0.7263157894736842,0.0042010823127314155
246,0.0,0.017432725556186152,0.006344834475324977,0.11402508551881414,0.631578947368421,0.004699515807462262
248,0.06578947368421052,0.009395338428528258,0.0,0.11402508551881414,0.6210526315789474,0.0057675875818855036
249,0.15789473684210525,0.02185932105339141,0.08022503905910641,0.1402508551881414,0.7578947368421053,0.10872970663628596
252,0.15789473684210525,0.01225178349844204,0.013271328314880006,0.12428734321550741,0.49473684210526314,0.024921674736542297
253,0.0,0.01679078922527592,0.0,0.11630558722919043,0.631578947368421,0.006622045001424096
254,0.0,0.010725343797069716,0.0,0.10148232611174458,0.4526315789473684,0.0006408430646539448
255,0.10526315789473684,0.014237765745724598,0.0,0.11516533637400228,0.6,0.0037026488180005694
256,0.02894736842105263,0.07698311459278866,0.27812328447569257,0.13797035347776512,0.8526315789473683,0.4804186841355739
257,0.04736842105263158,0.01784969895838021,0.0,0.13112884834663627,0.7368421052631579,0.013600113927655939
258,0.04473684210526316,0.014117603716304874,0.0,0.11060433295324971,0.7789473684210526,0.012532042153232698
261,0.005263157894736842,0.007531784936287657,0.0077710686195547754,0.11972633979475485,0.6947368421052631,0.002776986613500427
262,0.07894736842105263,0.022277308180581715,0.057618685308880986,0.1516533637400228,0.7578947368421053,0.04307889490173739
263,0.0,0.01689692166605392,0.0,0.10832383124287344,0.6421052631578946,0.009470236399886072
264,0.0,0.003395072777783297,0.0,0.11174458380843785,0.6736842105263158,0.0
268,0.0,0.008786588348891483,0.0,0.12200684150513114,0.7052631578947368,0.0025633722586157794
269,0.11842105263157894,0.026092395535547805,0.040174927771611656,0.1402508551881414,0.6421052631578946,0.01716035317573341
270,0.0,0.004667847434059289,0.0,0.10946408209806158,0.5368421052631578,0.0006408430646539448
271,0.039473684210526314,0.005291589684451336,0.0,0.11060433295324971,0.5473684210526316,0.00042722870976929627
272,0.0,0.006881598162480061,0.0065056987566214815,0.12314709236031927,0.5894736842105263,0.0012816861293078897
273,0.0,0.010647005686504065,0.016594319712153555,0.12998859749144812,0.6736842105263158,0.011962403873540303
276,0.0,0.017381321479484683,0.006234634027897351,0.13911060433295325,0.7263157894736842,0.007761321560808886
277,0.0,0.0052763582380663185,0.0,0.12542759407069556,0.7368421052631579,0.0017801196240387358
278,0.08157894736842106,0.01082844419551661,0.03826583679166424,0.12770809578107184,0.6421052631578946,0.006906864141270294
284,0.08947368421052632,0.020501570670988768,0.01803565124773745,0.13568985176738882,0.7263157894736842,0.06379948732554827
285,0.0,0.009012513859721207,0.0,0.13112884834663627,0.6736842105263158,0.004343491882654514
286,0.0,0.007347657772870658,0.0007895098867140153,0.112884834663626,0.7999999999999999,0.005340358872116206
287,0.0,0.011772910769405214,0.0,0.12086659064994298,0.4842105263157894,7.120478496154938e-05
288,0.13157894736842105,0.024975820375675153,0.06809969066158539,0.14481185860889395,0.6736842105263158,0.034961549416120764
289,0.042105263157894736,0.03739785122447751,0.0162430204779677,0.12542759407069556,0.863157894736842,0.3034747935061236
292,0.021052631578947368,0.25744541374007607,0.07673294152696826,0.17559863169897377,0.8736842105263158,0.6151381372828255
295,0.0,0.0034327723884544493,0.001498200970835902,0.11174458380843785,0.6736842105263158,7.120478496154938e-05
296,0.0,0.014192089671884798,0.0,0.1516533637400228,0.7473684210526315,0.016448305326117917
298,0.0,0.008041975374848104,0.0,0.1847206385404789,0.7368421052631579,0.0025633722586157794
299,0.08421052631578947,0.013780215945707882,0.006654480748883209,0.12200684150513114,0.6526315789473685,0.02848191398461977
301,0.039473684210526314,0.011428415964645363,0.004053369625284694,0.1516533637400228,0.5578947368421052,0.00014240956992309876
302,0.0,0.014302138196251897,0.0,0.112884834663626,0.8210526315789473,0.015309028766733127
303,0.0,0.016148326853286554,0.0,0.11174458380843785,0.8105263157894737,0.01993733978923384
304,0.0,0.012031841704887447,0.0,0.10376282782212087,0.7684210526315789,0.013315294787809743
309,0.09210526315789473,0.016270604006211956,0.0035049427432087494,0.10148232611174458,0.6842105263157894,0.015665052691540872
311,0.11842105263157894,0.018969707997519417,0.06110642589980181,0.12542759407069556,0.5789473684210527,0.020364568499003134
312,0.14473684210526316,0.02434106414018877,0.07050563972862262,0.13797035347776512,0.7157894736842104,0.06486755909997152
313,0.05789473684210526,0.017649565899211694,0.06809029205034661,0.11060433295324971,0.6631578947368421,0.033466248931928226
314,0.06578947368421052,0.09432732095169012,0.010165647027702538,0.1619156214367161,0.894736842105263,0.5929222443748221
315,0.0,0.015014980480953509,0.0,0.10490307867730901,0.7368421052631579,0.015380233551694676
318,0.0,0.010715754506564699,0.0,0.11516533637400228,0.7052631578947368,0.005197949302193108
321,0.0,0.009604065318520793,0.0,0.14253135689851767,0.8105263157894737,0.002207348333808032
322,0.06578947368421052,0.01388081582249737,0.0014578715561942759,0.11174458380843785,0.5789473684210527,0.007761321560808886
323,0.0,0.017265844503425984,0.0,0.10490307867730901,0.7052631578947368,0.004628311022500712
324,0.1,0.014800695455531114,0.04304214588609732,0.1345496009122007,0.6736842105263158,0.03061805753346625
325,0.015789473684210527,0.005219372281025171,0.004304214588609732,0.11174458380843785,0.5684210526315789,0.00014240956992309876
327,0.0,0.011922394109391995,0.0,0.112884834663626,0.5894736842105263,0.009541441184847621
328,0.0,0.021861353982978473,0.011710574552112388,0.11060433295324971,0.7157894736842104,0.020649387638849333
332,0.02894736842105263,0.01897649721519697,0.0035985977897577594,0.1345496009122007,0.7894736842105263,0.06493876388493307
333,0.07894736842105263,0.009472138599550057,0.008625646035573902,0.12086659064994298,0.5684210526315789,0.009399031614924523
334,0.04473684210526316,0.02882463463524603,0.06530103868549628,0.11744583808437857,0.6842105263157894,0.02200227855311877
335,0.0,0.007134538074561061,0.0,0.14367160775370583,0.6631578947368421,0.0005696382796923955
337,0.007894736842105263,0.009593507966307651,0.0054231808965260545,0.12086659064994298,0.7263157894736842,0.005197949302193108
339,0.039473684210526314,0.020540112312692843,0.03845722333466223,0.09806157354618017,0.6736842105263158,0.1177015095414412
340,0.0,0.015207807414022969,0.004024680958997963,0.11858608893956671,0.7578947368421053,0.010182284249501568
341,0.0,0.004539685196561093,0.0,0.11402508551881414,0.6526315789473685,0.00042722870976929627
342,0.013157894736842105,0.02063187360343399,0.0006681593713945959,0.15849486887115166,0.7368421052631579,0.00598120193677015
343,0.0,0.010448384995438053,0.0,0.11174458380843785,0.7368421052631579,0.007049273711193393
344,0.1631578947368421,0.013718543108774187,0.0774355884177541,0.16077537058152794,0.6736842105263158,0.02556251780119624
345,0.11842105263157894,0.02787522912011446,0.04218675891905098,0.13568985176738882,0.6736842105263158,0.01822842495015665
346,0.0,0.012643527020684516,0.0,0.13112884834663627,0.6736842105263158,0.0037026488180005694
347,0.0,0.004622008798913784,0.0,0.13112884834663627,0.7052631578947368,0.0
348,0.039473684210526314,0.028853349537346862,0.03371634761077623,0.11630558722919043,0.7684210526315789,0.06757334092851039
350,0.12105263157894737,0.027429111580911245,0.12253783578316381,0.10376282782212087,0.5263157894736842,0.03759612645969809
351,0.14473684210526316,0.08822997697693542,0.2431685397213871,0.1619156214367161,0.863157894736842,0.5778980347479351
352,0.015789473684210527,0.01641651282400477,0.09135725306878636,0.13340935005701254,0.6947368421052631,0.04436058103104529
353,0.0,0.014274842509145807,0.013734290712084516,0.14481185860889395,0.6736842105263158,0.0012816861293078897
355,0.11842105263157894,0.006517678194954329,0.022219527528825184,0.1402508551881414,0.5578947368421052,0.0007120478496154942
356,0.0,0.020584160946944072,0.0,0.11516533637400228,0.6421052631578946,0.00875818855027058
357,0.0,0.01956525225423214,0.0,0.1265678449258837,0.6210526315789474,0.005411563657077756
359,0.11842105263157894,0.03945896784603127,0.28273014596757035,0.10148232611174458,0.8421052631578947,0.39084306465394475
360,0.09210526315789473,0.010372843304636817,0.0017425393964411577,0.1596351197263398,0.631578947368421,0.003204215323269724
361,0.03684210526315789,0.01800591854663032,0.006488668414232549,0.12770809578107184,0.6736842105263158,0.018940472799772148
362,0.060526315789473685,0.02581316818176238,0.12610753579354272,0.11516533637400228,0.6947368421052631,0.17936485331814297
363,0.0,0.02748525915998253,0.0,0.14481185860889395,0.6947368421052631,0.03268299629735118
365,0.07894736842105263,0.019333277270992395,0.0183404728554264,0.09464082098061574,0.6736842105263158,0.035887211620620904
366,0.015789473684210527,0.007312564622685346,0.0,0.12770809578107184,0.6421052631578946,0.0006408430646539448
367,0.030263157894736843,0.011894471921972908,0.007202331942257926,0.112884834663626,0.6842105263157894,0.010609512959270862
368,0.021052631578947368,0.009379906063675517,0.0007173690981016219,0.11174458380843785,0.6736842105263158,0.002848191398461977
369,0.10526315789473684,0.012041805434355039,0.0,0.10832383124287344,0.5684210526315789,0.02812589005981202
371,0.11842105263157894,0.019194477313893968,0.0,0.1265678449258837,0.6421052631578946,0.013030475647963544
372,0.07894736842105263,0.019830203437619997,0.12570033485501822,0.1322690992018244,0.7157894736842104,0.12695813158644262
374,0.07105263157894737,0.016264415717406052,0.03645905806854173,0.112884834663626,0.5789473684210527,0.0182996297351182
375,0.3026315789473684,0.0208106983458346,0.13589926673281902,0.16077537058152794,0.7157894736842104,0.0788236969524352
376,0.0,0.007890627146174542,0.017942103806553155,0.14367160775370583,0.631578947368421,0.002848191398461977
377,0.0,0.025683420514900693,0.0,0.14253135689851767,0.631578947368421,0.01352890914269439
378,0.16578947368421051,0.01694036571837046,0.008985765322820916,0.217787913340935,0.6842105263157894,0.012247223013386502
382,0.02631578947368421,0.005514276754887651,0.010542606195842939,0.11402508551881414,0.631578947368421,0.0
385,0.00011842105263157894,0.007704315451053923,0.0,0.09464082098061574,0.6842105263157894,0.0019937339789233835
388,0.09210526315789473,0.024807863495846898,0.03566168079492883,0.11630558722919043,0.431578947368421,0.021290230703503277
400,0.06842105263157895,0.012537487733014276,0.013199591405069844,0.112884834663626,0.47368421052631576,0.005625178011962404
402,0.021052631578947368,0.01551657708868994,0.0032090071865379854,0.10832383124287344,0.7473684210526315,0.01965252064938764
404,0.0,0.007998385200009585,0.0,0.10946408209806158,0.7052631578947368,0.0006408430646539448
405,0.0,0.03206178549739814,0.017546504878452232,0.1071835803876853,0.6842105263157894,0.036029621190544
407,0.08947368421052632,0.014632488340883968,0.01156952795083549,0.15849486887115166,0.7368421052631579,0.010039874679578467
408,0.0,0.012949710326712422,0.0,0.10490307867730901,0.6105263157894736,0.013600113927655939
409,0.04494736842105263,0.003458966677051106,0.007536500402381114,0.12200684150513114,0.5368421052631578,0.0007832526345770436
410,0.0,0.02368043508565409,0.0,0.11972633979475485,0.5157894736842106,0.0019225291939618345
411,0.0,0.026744501993987927,0.005466508555313197,0.112884834663626,0.4842105263157894,0.0021361435488464822
414,0.0,0.01035862010365347,0.0,0.10604332953249715,0.5263157894736842,0.003916263172885218
415,0.13157894736842105,0.02152612334611223,0.04275842246226808,0.11858608893956671,0.5789473684210527,0.02947878097408146
416,0.0,0.015336119427106191,0.0,0.10034207525655645,0.6947368421052631,0.0026345770435773283
417,0.0,0.0054801096561853955,0.005978752057449993,0.12086659064994298,0.6631578947368421,0.0009968669894616917
